fold,lift1_pi0.02,wd_pi0.02,prauc_pi0.02,rocauc_pi0.02
0,5.6,0.004641588833612777,0.5017477033739566,0.6283969465648854
1,2.4,0.001,0.46877764183577075,0.5998773946360154
2,8.94308943089431,2.154434690031882,0.48931879805697776,0.6331184001495187
3,6.504065040650406,0.021544346900318822,0.4610086855090474,0.5874840357598978
