fold,lift1_pi0.02,wd_pi0.02,prauc_pi0.02,rocauc_pi0.02
0,1.8867924528301885,2.154434690031882,0.4409503559992176,0.41509433962264153
1,1.8867924528301885,0.1,0.4596269988000081,0.5070080862533692
2,0.0,2.154434690031882,0.40529835849425094,0.4972527472527473
3,3.846153846153846,2.154434690031882,0.5108779139791175,0.5456043956043956
