fold,lift1_pi0.02,wd_pi0.02,prauc_pi0.02,rocauc_pi0.02
0,1.5228426395939088,1e-05,0.28514488573196417,0.49036648630557256
1,0.0,0.46415888336127725,0.2682853542598931,0.46480828014025
2,2.577319587628866,0.004641588833612777,0.2836070036370675,0.4981322948362778
3,1.0309278350515465,1e-05,0.26612264194449553,0.45270561787547114
