fold,lift1_pi0.02,wd_pi0.02,prauc_pi0.02,rocauc_pi0.02
0,2.4,1e-05,0.2614107753506296,0.389587786259542
1,8.0,0.46415888336127725,0.3601701061581632,0.5142375478927204
2,3.252032520325203,4.641588833612782e-05,0.330508031939828,0.506494720119615
3,8.94308943089431,0.00021544346900318823,0.3763757848181109,0.508083356695636
