fold,q1,q0,n1_cal,n0_cal,alpha
0,0.7033165789435544,0.3498837540774132,62,131,0.1
1,0.7031313871656284,0.3512747188561053,54,139,0.1
2,0.7000450771452449,0.3522006141257597,62,130,0.1
3,0.7030745301523127,0.344484691198677,58,134,0.1
