fold,n_P,n_N,ece_raw,ece_calib,brier_raw,brier_calib
0,53,70,0.3185214092140922,0.08556101840699014,0.339102745438121,0.2542100483256233
1,53,70,0.36815718157181576,0.13964799922918752,0.4130997256729901,0.22607458340600206
2,52,70,0.3794120218579235,0.13894232019163644,0.4146457028779599,0.2265642275077096
3,52,70,0.4010120218579235,0.04285343060283276,0.41981901085610207,0.2305769421121975
overall,210,280,0.3547512925170068,0.07388074243936427,0.3965828551473923,0.23438006611554812
