cig,label,score_raw_final,score_calib_final,rank_pct_global,rank_pct_within_U
7006629529,,0.0175843086946744,0.3510351369531067,75.14,78.06
7030411EAD,,0.0286642303775195,0.3592138528151901,84.38,87.33
69960299C2,,0.0132612617717632,0.3478673168281531,65.09,67.65
7014568C9F,,0.0195429508020985,0.3524747322404757,78.12,81.08
6961132BD7,,0.034125137833189,0.3632755143008601,86.81,89.76
6995936D02,,0.0175929468745724,0.3510414800622704,75.16,78.08
7002857C66,,0.014389081322066,0.3486924714873442,67.48,70.12
6998609AD7,,0.0072257097435849,0.3434670823036559,17.56,18.27
5592075645,,0.0072257097435849,0.3434670823036559,17.56,18.27
7015227C72,,0.0091132309981481,0.3448403408420042,50.19,52.2
69254348EC,,0.0186477394417231,0.3518164206181985,76.86,79.81
72753955E1,,0.0118251012628416,0.3468178893814513,61.34,63.76
7041867C78,,0.0075247068682385,0.3436844427390861,40.2,41.81
7034635C6F,,0.0075247068682385,0.3436844427390861,40.2,41.81
7034055DCD,,0.0091514142003605,0.3448681477193699,50.95,52.99
704140600E,,0.0357785883272884,0.3645091893868405,87.49,90.41
7119879604,,0.0072257097435849,0.3434670823036559,17.56,18.27
68832551B8,1.0,0.2186408291410182,0.5083946224765067,98.72,
740791225F,,0.0433562925055378,0.3701856778632225,89.86,92.71
7054392C6D,,0.0072257097435849,0.3434670823036559,17.56,18.27
70448699CD,,0.0105432053937841,0.3458824417668125,57.85,60.14
703072951C,,0.0266027520638854,0.3576857814474581,83.4,86.37
7038691F8C,,0.0408121157157576,0.3682757310499961,89.18,92.04
7047047F23,,0.007467480492062,0.3436428360975216,39.92,41.52
705145980B,,0.0074273194836049,0.3436136383257197,38.82,40.38
71038656D8,,0.0073453316817433,0.3435540353969554,37.65,39.16
70389125EF,,0.0075247068682385,0.3436844427390861,40.2,41.81
7057758625,,0.0530620152625255,0.3775088321999921,91.73,94.46
705665149F,,0.0110555887082645,0.3462562046135128,59.26,61.59
702696207D,,0.0151530934743592,0.3492519674284523,69.43,72.15
6937876464,,0.0119047691712826,0.3468760652179907,61.61,64.04
7035492FA6,,0.0103116468880892,0.345713591615826,56.24,58.48
7322832023,,0.0072257097435849,0.3434670823036559,17.56,18.27
70501797C1,,0.0093248578346171,0.3449944712304169,51.52,53.58
7070758E13,,0.0072257097435849,0.3434670823036559,17.56,18.27
7037754A51,,0.0126354862226212,0.3474098694378809,63.51,66.01
7056607051,,0.016183486305257,0.3500071953159624,71.78,74.58
7075780E5C,,0.0075264536286022,0.343685712765199,40.36,41.98
7068064EEA,,0.0088619044023793,0.3446573390173083,47.37,49.26
7057983FCF,,0.0074449696112199,0.3436264701387361,39.5,41.08
705015759A,,0.0074273194836049,0.3436136383257197,38.82,40.38
704825867F,,0.0107551739505638,0.3460370411831159,58.35,60.67
70488059E4,,0.0169711324339522,0.3505850095192437,73.9,76.78
7035860F55,,0.0072257097435849,0.3434670823036559,17.56,18.27
7018381737,,0.0168669894255625,0.350508585416027,73.63,76.51
7043267FC8,,0.0074039040408717,0.3435966154253954,38.24,39.78
7054473F44,,0.0117592961446518,0.3467698400111214,61.2,63.61
6964450DF0,,0.0177310328695277,0.3511428852478177,75.37,78.28
69854618C5,,0.015587067746368,0.3495699575256044,70.32,73.07
70204209D9,,0.086929796322117,0.4034842867830381,95.99,98.0
7092655410,1.0,0.0315846264243751,0.3613834896361769,85.74,
7037101F70,,0.0171988863729551,0.3507521707408488,74.47,77.38
70482342B2,,0.0072257097435849,0.3434670823036559,17.56,18.27
7045617314,,0.0072257097435849,0.3434670823036559,17.56,18.27
7045130132,,0.0248744137762121,0.3564068742833913,82.56,85.52
7692075518,,0.0076479364327907,0.3437740453808241,42.02,43.69
7016371C81,,0.0149896268920428,0.3491322237570011,69.08,71.78
705717550A,,0.0072257097435849,0.3434670823036559,17.56,18.27
7322758311,,0.0090719988065004,0.3448103147338611,48.76,50.7
7035372CA0,,0.0072257097435849,0.3434670823036559,17.56,18.27
7044381718,,0.0143113527382279,0.3486355731828079,67.33,69.97
8072123E9D,,0.0075247068682385,0.3436844427390861,40.2,41.81
71208084A7,,0.0138831321469773,0.3483221877155485,66.29,68.89
7030201165,,0.0103824963739643,0.3457652502266857,56.72,58.97
704315535F,,0.0094708363270234,0.3451008081342821,52.23,54.31
7052218A63,,0.0072257097435849,0.3434670823036559,17.56,18.27
7066598525,,0.0157633543114901,0.3496991679015535,70.76,73.52
70846684FB,,0.0175056283374064,0.3509773635362248,75.03,77.94
70781978F0,1.0,0.2585108128705061,0.5404355592420327,98.97,
70961242C6,,0.0114911842209812,0.3465741032004428,60.6,62.99
70538751CC,,0.0102581240773046,0.3456745688478695,55.97,58.19
7095267F8A,,0.0072257097435849,0.3434670823036559,17.56,18.27
70889778E0,,0.0072257097435849,0.3434670823036559,17.56,18.27
70904253CF,,0.0075669033018446,0.3437151233440664,40.82,42.45
6955197A20,,0.0073453316817433,0.3435540353969554,37.65,39.16
71870648D4,,0.0095274488370928,0.3451420512516056,52.47,54.56
70963258A3,,0.0099160440149058,0.3454252119307706,54.77,56.95
7013481B9A,,0.0426669965512405,0.3696678101700124,89.75,92.59
7113277DDD,,0.0077123159972303,0.3438208614523065,43.01,44.73
7090354936,,0.0972946876708233,0.4115507243691948,96.58,98.45
70236871DF,,0.033413960628158,0.3627454414197095,86.6,89.54
7064591CE8,,0.0072257097435849,0.3434670823036559,17.56,18.27
7078779938,,0.0072257097435849,0.3434670823036559,17.56,18.27
7079734D4E,,0.0697636865571277,0.3902407670966408,94.47,96.85
7071528981,,0.0082814465682868,0.3442348585064532,45.25,47.05
7080627E3B,,0.0073076184958013,0.3435266205789845,37.11,38.6
702179695C,,0.0075247068682385,0.3436844427390861,40.2,41.81
706925776B,,0.0072257097435849,0.3434670823036559,17.56,18.27
6471083A9D,,0.0072257097435849,0.3434670823036559,17.56,18.27
7091914093,,0.0073291961930689,0.3435423059106354,37.38,38.88
704614137F,,0.1269409787652238,0.4348725404811342,97.59,99.18
7079151C33,,0.0088809709477921,0.3446712205843923,47.43,49.32
71317813DC,,0.0072257097435849,0.3434670823036559,17.56,18.27
6709468C23,,0.0182819950205377,0.3515476249320275,76.31,79.25
7260025A26,,0.0080510521613166,0.3440672364295037,44.55,46.32
7086388060,,0.0072257097435849,0.3434670823036559,17.56,18.27
704154960E,,0.0175464659426371,0.351007349230169,75.08,78.0
707343600C,,0.0082814465682868,0.3442348585064532,45.25,47.05
7075134945,,0.0072257097435849,0.3434670823036559,17.56,18.27
7068780DC7,,0.0421382431434537,0.3692707611738063,89.61,92.46
70916506B5,,0.0096499484765188,0.3452313021728577,53.15,55.26
7033124D84,,0.0331172485033417,0.362524386830578,86.48,89.42
7052872617,,0.0438819847066187,0.3705808310452011,89.99,92.82
708077585F,,0.0104661073169259,0.3458262183027885,57.2,59.47
7074653C55,,0.0072257097435849,0.3434670823036559,17.56,18.27
7084519A04,,0.0074209752632329,0.3436090260721032,38.44,39.99
70209921E3,,0.1070911254768162,0.4192187833602323,97.03,98.8
6916935355,,0.0374197088723596,0.3657354279692135,88.12,90.99
6085191A76,,0.0074039040408717,0.3435966154253954,38.24,39.78
70266964F9,,0.0118401279613794,0.3468288619659929,61.41,63.83
6412809166,,0.0451434384807689,0.3715297489128257,90.29,93.11
6901195645,,0.0107742804394731,0.3460509781128825,58.4,60.71
7056465B1F,,0.0149732285354246,0.3491202125697995,69.05,71.75
7095366141,,0.0072257097435849,0.3434670823036559,17.56,18.27
70466653EA,,0.009396186487067,0.3450464280983873,51.84,53.91
7078845FAD,,0.0074273194836049,0.3436136383257197,38.82,40.38
7095731E72,,0.084439669017536,0.4015539290917373,95.75,97.79
67019418AA,,0.0090810061426198,0.3448168739507803,49.46,51.43
7083188FA2,,0.0076397253766881,0.343768074614443,41.38,43.03
7086575AAE,,0.0153100651123847,0.3493669712838417,69.76,72.48
7070921499,,0.0072257097435849,0.3434670823036559,17.56,18.27
7256121479,,0.0133272872163898,0.34791559839497,65.18,67.74
7084986B65,,0.011414282150665,0.3465179699319517,60.46,62.84
7063894DB9,,0.015156759729748,0.3492546532773741,69.44,72.16
7258786BB1,,0.0076479364327907,0.3437740453808241,42.02,43.69
70764230FF,,0.0075669033018446,0.3437151233440664,40.82,42.45
7016571190,,0.0485985516681722,0.3741338886967214,90.93,93.72
7068910910,,0.0476538714314726,0.3734211457512639,90.72,93.53
70914143F5,,0.0093430214500181,0.3450077015308669,51.61,53.67
7084661F31,,0.0095325174910682,0.3451457439606414,52.51,54.6
7062502106,,0.0072257097435849,0.3434670823036559,17.56,18.27
7081124860,,0.0072257097435849,0.3434670823036559,17.56,18.27
709515966D,,0.0117592961446518,0.3467698400111214,61.2,63.61
70521935C3,,0.0287955619535528,0.359311299617308,84.47,87.42
7150247A7A,,0.0082814465682868,0.3442348585064532,45.25,47.05
71702304FA,,0.0072257097435849,0.3434670823036559,17.56,18.27
7070816DF0,,0.0357485388966969,0.3644867529095301,87.47,90.38
711671315B,,0.0072257097435849,0.3434670823036559,17.56,18.27
7220151118,,0.0346838892235932,0.3636922104634372,87.05,89.98
7113551FF9,,0.0072257097435849,0.3434670823036559,17.56,18.27
7090781995,,0.0143531107062866,0.3486661400061815,67.41,70.05
709470609B,,0.0315525725534918,0.3613596450889892,85.73,88.7
7108217E38,,0.0078152298945278,0.3438957055457086,43.9,45.65
7472758AF9,,0.0163242006697845,0.3501103906026661,72.31,75.14
7097661724,,0.0145626658632314,0.348819553135713,68.09,70.75
7106377FCD,,0.0072257097435849,0.3434670823036559,17.56,18.27
7137888384,,0.0091132309981481,0.3448403408420042,50.19,52.2
7149219A25,,0.0072257097435849,0.3434670823036559,17.56,18.27
7149782ABF,,0.0091132309981481,0.3448403408420042,50.19,52.2
71436148C1,,0.0094108440351457,0.3450571053364201,51.92,53.99
7110454443,,0.0072257097435849,0.3434670823036559,17.56,18.27
7108628167,,0.0072257097435849,0.3434670823036559,17.56,18.27
710326795B,,0.012934839460696,0.3476286641873992,64.36,66.9
7101253B59,,0.0134434745297493,0.3480005687671099,65.38,67.95
7107233236,,0.0151162647422882,0.3492249877302658,69.37,72.09
7104417E5C,,0.0090719988065004,0.3448103147338611,48.76,50.7
7111804E4E,,0.0075669033018446,0.3437151233440664,40.82,42.45
71235760E2,,0.0072257097435849,0.3434670823036559,17.56,18.27
7104186FBB,,0.0072257097435849,0.3434670823036559,17.56,18.27
7107573AC7,,0.0076642937982917,0.3437859399794125,42.67,44.37
709406821C,,0.0268231746098446,0.3578490323124123,83.58,86.55
7105120282,,0.0072257097435849,0.3434670823036559,17.56,18.27
71175514E4,,0.0074323931903345,0.3436173269360658,39.2,40.76
71066809DA,,0.0103908631771712,0.345771350968976,56.9,59.16
7115552344,,0.0072257097435849,0.3434670823036559,17.56,18.27
7117005252,,0.0082427379896201,0.3442066935992598,44.76,46.55
69181963F1,,0.0080825373160022,0.3440901409768966,44.6,46.38
69321986C1,,0.0072257097435849,0.3434670823036559,17.56,18.27
70410423AB,,0.0496592117654259,0.3749347873893995,91.13,93.91
7107105893,,0.0144015058970626,0.3487015668330224,67.52,70.16
71555377ED,,0.0168682601489217,0.3505095178749756,73.65,76.53
7161902C7C,,0.0090719988065004,0.3448103147338611,48.76,50.7
7519042DBC,,0.0235525980014194,0.3554301578639532,81.82,84.78
7113327722,,0.0074039040408717,0.3435966154253954,38.24,39.78
72833098B7,,0.0072257097435849,0.3434670823036559,17.56,18.27
7119310078,,0.0072257097435849,0.3434670823036559,17.56,18.27
711769186B,,0.0097844285100108,0.3453292943442938,54.17,56.32
7140840794,,0.0092921439428262,0.3449706431760683,51.36,53.41
71087630CF,,0.0082814465682868,0.3442348585064532,45.25,47.05
709944682B,,0.0090411954633005,0.3447878839304046,48.19,50.12
75238995DE,,0.0467668646329261,0.3727524161982122,90.5,93.32
7101864392,,0.0173484959759473,0.350861997447758,74.71,77.61
7078635265,,0.0267664633718939,0.3578070272923133,83.53,86.5
714081314E,,0.0138377017778625,0.3482889480182878,66.2,68.8
7131190C24,,0.0090719988065004,0.3448103147338611,48.76,50.7
710921991A,,0.0072257097435849,0.3434670823036559,17.56,18.27
7107459CB3,,0.0072257097435849,0.3434670823036559,17.56,18.27
7153045F74,,0.0168682601489217,0.3505095178749756,73.65,76.53
7087397107,,0.0090719988065004,0.3448103147338611,48.76,50.7
7155872C5F,,0.0090719988065004,0.3448103147338611,48.76,50.7
7129813BCE,,0.0102266328524573,0.3456516099864805,55.74,57.96
7107515AEA,,0.0072257097435849,0.3434670823036559,17.56,18.27
71147838A9,,0.0072257097435849,0.3434670823036559,17.56,18.27
7068974DDF,,0.0153800239225177,0.3494182316238832,69.86,72.59
7144812561,,0.0090719988065004,0.3448103147338611,48.76,50.7
7120999246,,0.0245035240733488,0.3561326953940949,82.35,85.32
7101990B8A,,0.0153411021756385,0.3493897123846672,69.79,72.52
712462635E,,0.021862032256914,0.3541827180192763,80.49,83.44
7145855218,,0.0110471156523432,0.3462500223179992,59.22,61.55
7138987E6D,,0.0177640629209968,0.3511671432730983,75.43,78.35
71219356AE,,0.0122352908708324,0.3471174706796707,62.55,65.02
7062611AF6,,0.0321211319588083,0.3617826919355906,86.04,89.01
7154439DD2,,0.0072257097435849,0.3434670823036559,17.56,18.27
7085455E6C,,0.0113073790704061,0.3464399450672158,60.04,62.4
7039140217,,0.0088993845686656,0.3446846270355652,47.65,49.55
7156959D64,,0.0103736112233977,0.3457587715815494,56.57,58.82
71473281A7,,0.0115175951894774,0.3465933823919416,60.66,63.06
7152826ABC,,0.0091155832507157,0.3448420538367986,50.76,52.79
71297496FF,,0.0140498010760507,0.3484441457639303,66.61,69.23
7159822805,,0.0129000683020734,0.3476032469373031,64.22,66.75
713656930B,,0.008432682092311,0.344344910097607,45.9,47.73
7101879FEF,,0.009525389626297,0.3451405510428135,52.45,54.54
7146153801,,0.0102487912307047,0.3456677646065462,55.88,58.1
713696275A,,0.0072257097435849,0.3434670823036559,17.56,18.27
7135672ECD,,0.007613600304718,0.3437490777884297,41.27,42.91
7167387ADA,,0.0072257097435849,0.3434670823036559,17.56,18.27
71476012F0,,0.0072257097435849,0.3434670823036559,17.56,18.27
713490450A,,0.0072257097435849,0.3434670823036559,17.56,18.27
7153838DDC,,0.0180424782254259,0.3513716483823518,75.93,78.87
71457489C9,,0.0072257097435849,0.3434670823036559,17.56,18.27
7156027C48,,0.0155744217350482,0.3495606893988566,70.28,73.02
715488805D,,0.0082814465682868,0.3442348585064532,45.25,47.05
71369762E9,,0.0200909233795336,0.3528779716495008,78.78,81.74
71546636AE,,0.0072257097435849,0.3434670823036559,17.56,18.27
711642320A,,0.0172114893979199,0.3507614218684315,74.49,77.4
7146499589,,0.0121291771962072,0.347039959110818,62.22,64.67
71400381C1,,0.0111151862204434,0.3462996909145583,59.44,61.78
71298770A2,,0.0110993881869406,0.3462881633704532,59.38,61.72
7124932FDF,,0.0361929066457469,0.3648186011249586,87.69,90.6
7152503033,,0.0215063758465916,0.3539205369101923,80.14,83.1
716175318A,,0.0072257097435849,0.3434670823036559,17.56,18.27
71341051B0,,0.0072764028702185,0.3435039298165525,36.28,37.73
7101700C39,,0.0986437608456713,0.4126042392256628,96.63,98.48
7108766348,,0.0125267037893891,0.3473303772319948,63.22,65.71
7146871884,,0.0084022329313997,0.3443227514033049,45.87,47.7
71461727AF,,0.0072257097435849,0.3434670823036559,17.56,18.27
7107421D57,,0.0072257097435849,0.3434670823036559,17.56,18.27
7148103134,,0.0075669033018446,0.3437151233440664,40.82,42.45
71837970D3,,0.0072257097435849,0.3434670823036559,17.56,18.27
7135241B22,,0.0178027885307258,0.3511955852256972,75.51,78.42
71194335F7,,0.0406132135768303,0.368126585674555,89.12,91.98
7162734B13,,0.0072257097435849,0.3434670823036559,17.56,18.27
7119132D90,,0.0072257097435849,0.3434670823036559,17.56,18.27
715270246A,,0.0072257097435849,0.3434670823036559,17.56,18.27
7115098C9A,,0.0078297892182615,0.3439062944344312,44.0,45.75
71453544A7,,0.0145626658632314,0.348819553135713,68.09,70.75
7129274F01,,0.0072257097435849,0.3434670823036559,17.56,18.27
7154342DC6,,0.0074039040408717,0.3435966154253954,38.24,39.78
7126909F58,,0.0557573570836052,0.3795526407755387,92.37,95.08
7112072B78,,0.0130550878931864,0.3477165708688631,64.68,67.22
7156286207,,0.0090719988065004,0.3448103147338611,48.76,50.7
7119071B3A,,0.0072257097435849,0.3434670823036559,17.56,18.27
70845714EF,,0.0141177941066206,0.3484939045771251,66.78,69.4
717788848F,,0.0096499484765188,0.3452313021728577,53.15,55.26
71242751B7,,0.0110570699932859,0.3462572854262684,59.31,61.65
71612209AF,,0.0105590675162141,0.3458940096903641,57.95,60.25
713581332C,,0.0239814597313057,0.3557469210111788,82.09,85.06
7124216107,,0.0183955840136098,0.3516310945587795,76.54,79.47
7114150E49,,0.0091643773429499,0.3448775883559548,50.98,53.02
7201942E89,,0.0106312290358512,0.3459466379211312,58.09,60.39
7141389C9F,,0.0087431050247042,0.3445708520507872,46.89,48.77
7168695242,,0.0088066120616487,0.3446170844383394,47.15,49.03
7165824109,,0.01299777586709,0.3476746720631591,64.55,67.08
71702261AE,,0.0112093770182398,0.3463684240095186,59.63,61.98
7145030946,,0.0093836874916317,0.3450373233737377,51.79,53.85
7177240DCD,,0.0072257097435849,0.3434670823036559,17.56,18.27
71244290CD,,0.0076115583959374,0.3437475930370911,41.26,42.9
72149626FD,,0.0105590675162141,0.3458940096903641,57.95,60.25
7192423F35,,0.0174356265217686,0.3509259662702029,74.91,77.82
7177055525,,0.0072257097435849,0.3434670823036559,17.56,18.27
7134765256,,0.0201622065302197,0.3529304425678786,78.87,81.84
7183744515,,0.0105563877245943,0.3458920553599947,57.88,60.18
717834802B,,0.0072257097435849,0.3434670823036559,17.56,18.27
7149960DA2,,0.0077309863109015,0.3438344388552317,43.23,44.96
7072233F48,,0.0075247068682385,0.3436844427390861,40.2,41.81
717926226C,,0.0419831236963002,0.3691543131546848,89.57,92.42
7185415808,,0.0072257097435849,0.3434670823036559,17.56,18.27
7161395A19,,0.0303152085827101,0.3604397057613346,85.12,88.1
715269704B,,0.0146823919267617,0.3489072173968777,68.44,71.12
7309352C13,,0.0072257097435849,0.3434670823036559,17.56,18.27
7128320BBE,,0.0090719988065004,0.3448103147338611,48.76,50.7
7182707D50,,0.038379455334769,0.3664533552419446,88.42,91.3
71954408EC,,0.0072257097435849,0.3434670823036559,17.56,18.27
7179390C0A,,0.0116618350016644,0.3466986818846957,60.98,63.39
7127503989,,0.0086155830166019,0.3444780263906759,46.77,48.63
71882088E3,,0.0076104475945303,0.3437467853314418,41.25,42.89
7201631DE4,,0.0110596684700157,0.3462591813966132,59.32,61.66
716733826D,,0.060330842969466,0.3830303608165549,93.14,95.76
712415812A,,0.0096842372714015,0.3452562862949031,53.36,55.48
7176774D3F,,0.0091132309981481,0.3448403408420042,50.19,52.2
71764913B8,,0.0085049322547989,0.3443974912429182,46.29,48.14
717166445A,,0.0072257097435849,0.3434670823036559,17.56,18.27
7191118A4B,,0.0074597804780614,0.343637237957965,39.79,41.38
7201843CD7,,0.0135951473024622,0.3481115050038642,65.73,68.32
7269733573,,0.0129714198715186,0.3476554049136436,64.48,67.01
7171899647,,0.0575654340192996,0.3809260626848904,92.67,95.35
7114820732,,0.0103985837855681,0.3457769805765677,56.97,59.23
7187305FB3,,0.0091963176102751,0.3449008499396505,51.06,53.09
7181851AEC,,0.0091132309981481,0.3448403408420042,50.19,52.2
7298321D01,,0.0082814465682868,0.3442348585064532,45.25,47.05
7186540869,,0.0102487912307047,0.3456677646065462,55.88,58.1
71852385F8,,0.0090719988065004,0.3448103147338611,48.76,50.7
71860113DF,,0.007995005684266,0.3440264660180543,44.25,46.02
718204288B,,0.007995005684266,0.3440264660180543,44.25,46.02
7456451A03,,0.0072257097435849,0.3434670823036559,17.56,18.27
715495794B,,0.0427364204009809,0.3697199547106151,89.77,92.61
71826996B8,,0.0074449696112199,0.3436264701387361,39.5,41.08
80439773D0,,0.0207104608804839,0.353334126365048,79.44,82.42
71256375AB,,0.0073076184958013,0.3435266205789845,37.11,38.6
717565844E,,0.0167740292804002,0.3504403742021216,73.3,76.17
7189650EDB,,0.0195747995454519,0.3524981631935699,78.16,81.12
71643890D6,,0.058529972249868,0.3816595109398163,92.8,95.46
7220439EBE,,0.0184560053130923,0.3516754981839498,76.57,79.5
7196489A95,,0.0708823520150159,0.3910991262896939,94.6,96.93
7199745985,,0.0082594867460539,0.3442188800960316,44.82,46.6
718987046B,,0.0072257097435849,0.3434670823036559,17.56,18.27
718390491D,,0.0074273194836049,0.3436136383257197,38.82,40.38
7203580644,,0.0212334257276987,0.3537193843732291,79.88,82.84
7372873F42,,0.0113101871072097,0.3464419944506809,60.06,62.42
7198667FEB,,0.0103306969646223,0.3457274812740339,56.41,58.64
72171482F0,,0.0082814465682868,0.3442348585064532,45.25,47.05
7199884C39,,0.0082594867460539,0.3442188800960316,44.82,46.6
71806679DB,,0.0140559533283106,0.3484486479830743,66.63,69.24
7204404E3E,,0.0098873817521148,0.3454043226279975,54.64,56.82
720699151D,,0.0226169012720563,0.3547394791359332,81.06,84.02
71906285F0,,0.0185355945649849,0.3517339922565032,76.67,79.6
7206664743,,0.0072257097435849,0.3434670823036559,17.56,18.27
717662524D,,0.0076479364327907,0.3437740453808241,42.02,43.69
719922191A,,0.0072257097435849,0.3434670823036559,17.56,18.27
7211055ED2,,0.0072257097435849,0.3434670823036559,17.56,18.27
720391283D,,0.0091132309981481,0.3448403408420042,50.19,52.2
7201462271,,0.0844797809196186,0.4015850000072836,95.76,97.8
7205554344,,0.0074449696112199,0.3436264701387361,39.5,41.08
7224717911,,0.0072257097435849,0.3434670823036559,17.56,18.27
7209981889,,0.069214398959748,0.3898195435130144,94.36,96.76
72280729B3,,0.0072257097435849,0.3434670823036559,17.56,18.27
7256178383,,0.0072257097435849,0.3434670823036559,17.56,18.27
7188289BBA,,0.0131512953375798,0.3477869100463365,64.85,67.4
7200037A7C,,0.0222917832500949,0.3544996367792736,80.82,83.78
7191124F3D,,0.0443782534270499,0.3709540262133065,90.16,92.98
7217568D85,,0.0072257097435849,0.3434670823036559,17.56,18.27
7196398F7B,,0.0074449696112199,0.3436264701387361,39.5,41.08
7214638B9C,,0.022723835295077,0.3548183812486714,81.11,84.07
7207317224,,0.0100891057920768,0.3455513535121408,55.24,57.44
7188035A1F,,0.012063197357245,0.3469917677070577,61.99,64.44
7170252721,,0.2194648193227649,0.5090584206279809,98.73,99.76
7199214355,,0.0072257097435849,0.3434670823036559,17.56,18.27
717192186E,,0.0388193539516861,0.3667826148333697,88.59,91.48
71992164FB,,0.0072257097435849,0.3434670823036559,17.56,18.27
7210627DA0,,0.0116958777538824,0.3467235363291963,61.04,63.45
71955568A6,,0.0072764028702185,0.3435039298165525,36.28,37.73
72022436F0,,0.0115852132327264,0.3466427437705345,60.82,63.22
72008075EA,,0.0128167730669441,0.347542362770276,63.9,66.42
7213883C90,,0.0097735706530484,0.3453213820130304,54.14,56.29
7183572724,,0.0072257097435849,0.3434670823036559,17.56,18.27
7202195F51,,0.0072257097435849,0.3434670823036559,17.56,18.27
72172230D5,,0.0100930854096134,0.3455542544387099,55.25,57.45
7196292804,,0.0072257097435849,0.3434670823036559,17.56,18.27
71936969BA,,0.0106656312716532,0.3459717291973085,58.17,60.48
7135789F5A,,0.0072269424141102,0.3434679782773843,35.3,36.72
7144687E37,,0.0123771135415895,0.3472210788233262,62.84,65.32
72332277BE,,0.0245984672966874,0.3562028728591013,82.41,85.38
7239711E80,,0.0214238630594395,0.3538597230671238,80.04,83.01
724010647A,,0.0072257097435849,0.3434670823036559,17.56,18.27
7235638D5B,,0.0164226271474447,0.3501825816850424,72.55,75.39
7182514E0B,,0.0072257097435849,0.3434670823036559,17.56,18.27
7227051F23,,0.0072257097435849,0.3434670823036559,17.56,18.27
7223113D66,,0.0118389764001973,0.3468280210834161,61.39,63.82
7255203EE7,,0.0073453316817433,0.3435540353969554,37.65,39.16
725397163C,,0.0266437860285202,0.357716169805427,83.43,86.4
7225792032,,0.0072257097435849,0.3434670823036559,17.56,18.27
723564859E,,0.0072764028702185,0.3435039298165525,36.28,37.73
72550733A3,,0.0145626658632314,0.348819553135713,68.09,70.75
72512386E4,,0.0077841420210785,0.3438730960840646,43.56,45.3
7230247C90,,0.0144195744635544,0.3487147940300985,67.53,70.18
7231004D42,,0.0075819548880523,0.3437260675175366,41.09,42.72
72242843C0,,0.0082331762531673,0.3441997365137395,44.75,46.53
7245486C2F,,0.0085049322547989,0.3443974912429182,46.29,48.14
7246961D64,,0.0072257097435849,0.3434670823036559,17.56,18.27
725109728A,,0.0190915102973262,0.3521426862026868,77.54,80.5
7247323821,,0.0093728720774574,0.3450294451228975,51.69,53.75
7216363B20,,0.0164227977395598,0.3501827068121038,72.56,75.4
7224390B37,,0.0072257097435849,0.3434670823036559,17.56,18.27
722205979E,,0.0074449696112199,0.3436264701387361,39.5,41.08
722746659E,,0.0072257097435849,0.3434670823036559,17.56,18.27
7750427EAD,,0.0108831525526386,0.3461303982174202,58.68,61.0
7255938D72,,0.0148869957389044,0.3490570534018651,68.73,71.43
725809624C,,0.0072257097435849,0.3434670823036559,17.56,18.27
7267997CD9,,0.0326061649965428,0.3621437589555824,86.24,89.21
7253709E04,,0.0072257097435849,0.3434670823036559,17.56,18.27
7216860545,,0.0789393945056596,0.3973009727027881,95.34,97.45
7232153175,,0.0170503152031279,0.3506431219798142,74.12,77.02
7202269C63,,0.0072257097435849,0.3434670823036559,17.56,18.27
7225372598,,0.0554386375486125,0.3793107394583034,92.24,94.98
75532188AB,,0.0357644668010188,0.3644986454430227,87.48,90.39
7198218D65,,0.0082814465682868,0.3442348585064532,45.25,47.05
722100844F,,0.0399944729629316,0.3676627887076891,88.91,91.79
7224700B09,,0.0165827445593875,0.3503000347596355,72.91,75.77
72405968D5,,0.0072257097435849,0.3434670823036559,17.56,18.27
7244015E46,,0.0072257097435849,0.3434670823036559,17.56,18.27
7308579E2C,,0.0072269424141102,0.3434679782773843,35.3,36.72
72600216DA,,0.0158532009461087,0.3497650300648606,70.93,73.7
723746510F,,0.0231374079472088,0.355123613396693,81.45,84.4
7250167314,,0.0074323931903345,0.3436173269360658,39.2,40.76
7227444377,,0.0072257097435849,0.3434670823036559,17.56,18.27
7227556FE0,,0.0072257097435849,0.3434670823036559,17.56,18.27
72215660CA,,0.0072257097435849,0.3434670823036559,17.56,18.27
7234178888,,0.009703402402379,0.3452702511116908,53.75,55.88
72037713E3,,0.0075669033018446,0.3437151233440664,40.82,42.45
802532320C,,0.0157366807063298,0.3496796158928721,70.67,73.43
72308004EC,,0.0075264536286022,0.343685712765199,40.36,41.98
720175543B,,0.0072764028702185,0.3435039298165525,36.28,37.73
72381251B5,,0.0072257097435849,0.3434670823036559,17.56,18.27
7241503551,,0.0072257097435849,0.3434670823036559,17.56,18.27
71229078CC,,0.0681038103298515,0.3889683863357087,94.23,96.62
72362316B9,,0.0089636178864953,0.3447313954834373,48.03,49.95
7227560331,,0.0072257097435849,0.3434670823036559,17.56,18.27
7237890FC3,,0.0365998206453397,0.3651225921010661,87.85,90.72
7280231CAA,,0.0138863125186498,0.3483245147295319,66.31,68.91
721558591A,,0.0379023599260551,0.3660963951762521,88.25,91.12
729268520B,,0.0235312172765791,0.3554143690785947,81.8,84.76
7295653350,,0.0392113896981647,0.3670761544119014,88.7,91.59
72715787FD,1.0,0.4592144036998875,0.6919033011528837,99.56,
7225088B39,,0.0072257097435849,0.3434670823036559,17.56,18.27
72865868FB,,0.0186667547977708,0.3518303980989735,76.95,79.9
7253712082,,0.0190981772037966,0.3521475888443114,77.56,80.52
