fold,n_P,n_N,ece_raw,ece_calib,brier_raw,brier_calib
0,53,70,0.31109450404372885,0.02248517484525466,0.32723722710704173,0.22896195992495091
1,53,70,0.29842717824645887,0.09983882599604126,0.3208089655966831,0.23121922068221848
2,52,70,0.2975077747398215,0.0749150732092596,0.33834357664386805,0.24705228144492716
3,52,70,0.3257255798096619,0.049117523766755836,0.33607102441718284,0.2305610387537409
overall,210,280,0.3081747677076124,0.05349919336958162,0.3305882919020538,0.23443083730391706
