fold,copertura_marginale,copertura_classe1,copertura_classe0,ampiezza_media,frac_singleton,frac_ambiguo,frac_vuoto,n1_test,n0_test
0,0.9230769230769231,0.93,0.92,1.8523076923076922,0.1476923076923077,0.8523076923076923,0.0,100,225
1,0.8923076923076924,0.8942307692307693,0.8914027149321267,1.8061538461538462,0.19384615384615383,0.8061538461538461,0.0,104,221
2,0.8796296296296297,0.839622641509434,0.8990825688073395,1.7067901234567902,0.2932098765432099,0.7067901234567902,0.0,106,218
3,0.9230769230769231,0.9354838709677419,0.9181034482758621,1.8553846153846154,0.14461538461538462,0.8553846153846154,0.0,93,232
mean_oof,0.9045227920227921,0.8998343204269863,0.9071471830038321,1.805159069325736,0.194840930674264,0.805159069325736,0.0,403,896
