fold,copertura_marginale,copertura_classe1,copertura_classe0,ampiezza_media,frac_singleton,frac_ambiguo,frac_vuoto,n1_test,n0_test
0,0.9261538461538461,0.91,0.9333333333333333,1.8153846153846154,0.18461538461538463,0.8153846153846154,0.0,100,225
1,0.9384615384615385,0.9326923076923077,0.9411764705882353,1.8307692307692307,0.16923076923076924,0.8307692307692308,0.0,104,221
2,0.9135802469135802,0.8679245283018868,0.9357798165137615,1.7530864197530864,0.24691358024691357,0.7530864197530864,0.0,106,218
3,0.9076923076923077,0.9354838709677419,0.896551724137931,1.7815384615384615,0.21846153846153846,0.7815384615384615,0.0,93,232
mean_oof,0.9214719848053181,0.9115251767404842,0.9267103361433153,1.7951946818613487,0.2048053181386515,0.7951946818613486,0.0,403,896
