metrica,mean,lower,upper,sd
lift@1%,2.3761904761904757,2.380952380952381,2.380952380952381,0.1063728947794699
lift@2%,2.384523809523809,2.380952380952381,2.619047619047619,0.06932415886447939
lift@5%,2.3728571428571423,2.2857142857142856,2.380952380952381,0.041269536018407126
pr_auc,0.8154022369329903,0.7186572207730921,0.9029075763310627,0.046034492301861615
roc_auc,0.7855059098639455,0.6722412840136056,0.8922763605442178,0.05231389017695161
