cig,score_mean,score_lower,score_upper,pc_mean,pc_lower,pc_upper,lift_vs_prior,percentile_rank
0462709F87,0.713442,0.448916,0.895068,0.063448,0.021685,0.188383,3.1724,100.0
7064979D18,0.52825,0.387674,0.8055,0.029569,0.016936,0.101278,1.4784,99.97
0384232645,0.518471,0.374929,0.748176,0.028464,0.016059,0.074797,1.4232,99.93
9440488924,0.491503,0.372605,0.7301,0.025627,0.015903,0.068561,1.2814,99.9
55964310F6,0.487721,0.364856,0.704738,0.025252,0.015391,0.060987,1.2626,99.87
7094956EE5,0.476242,0.362035,0.733217,0.024145,0.015207,0.069582,1.2072,99.83
9338161E39,0.474338,0.366146,0.754557,0.023966,0.015475,0.077196,1.1983,99.8
7819218ECE,0.473773,0.366415,0.724618,0.023913,0.015493,0.066816,1.1956,99.77
6558357F64,0.468716,0.35732,0.731147,0.023444,0.014903,0.068901,1.1722,99.73
6006189FF1,0.467788,0.361452,0.747313,0.023358,0.015169,0.074481,1.1679,99.7
6849545757,0.457734,0.376406,0.644132,0.022453,0.016159,0.046941,1.1226,99.67
32403071ED,0.454443,0.360721,0.69813,0.022164,0.015122,0.059204,1.1082,99.63
7472641A6C,0.453244,0.362555,0.651032,0.022059,0.015241,0.048312,1.1029,99.6
99636052F4,0.446328,0.356242,0.630396,0.021465,0.014835,0.044352,1.0732,99.57
60871402D6,0.445912,0.359259,0.688355,0.021429,0.015028,0.056695,1.0714,99.53
7921503711,0.444132,0.360996,0.673952,0.021279,0.01514,0.053251,1.064,99.5
99384479E8,0.442279,0.358198,0.693948,0.021123,0.01496,0.058113,1.0562,99.47
8260910E93,0.442199,0.356691,0.66988,0.021116,0.014863,0.052327,1.0558,99.43
7923566D80,0.438093,0.359189,0.654362,0.020774,0.015023,0.048992,1.0387,99.4
805092597A,0.434879,0.356951,0.66207,0.02051,0.01488,0.050613,1.0255,99.37
4666628F3C,0.434198,0.35645,0.631143,0.020455,0.014848,0.044489,1.0228,99.33
674121529A,0.4329,0.359029,0.635136,0.020349,0.015013,0.045225,1.0174,99.3
6935640F2C,0.429763,0.357193,0.634936,0.020096,0.014895,0.045188,1.0048,99.27
0236297672,0.428301,0.348169,0.689016,0.019978,0.014326,0.05686,0.9989,99.23
0338445DA2,0.42686,0.3544,0.614362,0.019863,0.014717,0.041549,0.9931,99.2
6509374959,0.425208,0.354107,0.622969,0.019732,0.014699,0.043026,0.9866,99.17
B2B2365DC9,0.42061,0.352532,0.577021,0.019371,0.014599,0.035792,0.9686,99.13
7585552389,0.419525,0.352671,0.586205,0.019287,0.014608,0.037118,0.9644,99.1
647190836F,0.419444,0.352134,0.64963,0.01928,0.014574,0.048029,0.964,99.07
8216650215,0.41928,0.356735,0.587433,0.019268,0.014866,0.037299,0.9634,99.03
78787115FE,0.41886,0.354237,0.566668,0.019235,0.014707,0.034361,0.9617,99.0
6613943E69,0.418639,0.359208,0.58406,0.019218,0.015024,0.036803,0.9609,98.97
82408081E5,0.41737,0.354003,0.626034,0.01912,0.014692,0.043568,0.956,98.93
9046022581,0.417198,0.36464,0.523683,0.019107,0.015376,0.029048,0.9554,98.9
2015140222,0.416091,0.354771,0.633078,0.019022,0.014741,0.044844,0.9511,98.87
71350659E5,0.414892,0.350006,0.609435,0.01893,0.014441,0.04073,0.9465,98.83
A045A39D21,0.412911,0.353031,0.585852,0.018779,0.014631,0.037066,0.939,98.8
B4E28A9CD3,0.412151,0.352873,0.572523,0.018721,0.014621,0.035162,0.936,98.77
6770633719,0.412133,0.35259,0.554868,0.018719,0.014603,0.032806,0.936,98.73
A01D0D583F,0.411659,0.352461,0.645232,0.018684,0.014595,0.047156,0.9342,98.7
6381744DBC,0.410777,0.356492,0.570105,0.018617,0.01485,0.034829,0.9308,98.67
255358442D,0.410622,0.3617,0.518073,0.018605,0.015185,0.02842,0.9302,98.63
8125189E10,0.410594,0.362031,0.520523,0.018603,0.015207,0.028693,0.9302,98.6
9534659982,0.410502,0.35133,0.559679,0.018596,0.014524,0.033431,0.9298,98.57
B21BC8674D,0.410379,0.354566,0.549383,0.018587,0.014728,0.03211,0.9293,98.53
21531389AD,0.410054,0.345702,0.604174,0.018562,0.014173,0.039877,0.9281,98.5
44134183BF,0.409154,0.362763,0.511019,0.018495,0.015254,0.027651,0.9248,98.47
3816546962,0.408628,0.351599,0.562967,0.018455,0.014541,0.033865,0.9228,98.43
8930949443,0.408268,0.351531,0.598621,0.018428,0.014536,0.039,0.9214,98.4
84447750CA,0.407133,0.353503,0.572406,0.018343,0.014661,0.035146,0.9172,98.37
8285046C3C,0.407074,0.352521,0.58195,0.018339,0.014599,0.036497,0.917,98.33
0977467747,0.406493,0.355852,0.541872,0.018296,0.01481,0.031181,0.9148,98.3
9090609FD9,0.406201,0.352542,0.582197,0.018274,0.0146,0.036532,0.9137,98.27
997452024C,0.405161,0.360479,0.510392,0.018197,0.015106,0.027584,0.9098,98.23
8034396153,0.404638,0.352142,0.53834,0.018158,0.014575,0.030755,0.9079,98.2
47938699D6,0.404173,0.352651,0.533244,0.018124,0.014607,0.03015,0.9062,98.17
A03386617E,0.403854,0.352286,0.544775,0.0181,0.014584,0.031537,0.905,98.13
76556878C3,0.403727,0.360809,0.50285,0.018091,0.015128,0.026786,0.9046,98.1
6922292810,0.40357,0.349849,0.595257,0.018079,0.014431,0.038479,0.904,98.07
5738568020,0.403287,0.349081,0.545876,0.018058,0.014383,0.031673,0.9029,98.03
8664918489,0.402525,0.358215,0.524741,0.018002,0.014961,0.029168,0.9001,98.0
9906132EB8,0.401779,0.351264,0.56945,0.017947,0.01452,0.034739,0.8974,97.97
B2B2462E91,0.401736,0.349412,0.54411,0.017944,0.014404,0.031455,0.8972,97.93
B2D29FF477,0.400558,0.350544,0.537015,0.017858,0.014474,0.030596,0.8929,97.9
B2429AAC26,0.400155,0.355066,0.57892,0.017829,0.01476,0.036062,0.8914,97.87
524739602B,0.399998,0.351787,0.55892,0.017817,0.014553,0.033331,0.8908,97.83
9572313A92,0.399786,0.349184,0.529774,0.017802,0.014389,0.029745,0.8901,97.8
02516758C5,0.399303,0.35038,0.559208,0.017767,0.014464,0.033369,0.8884,97.77
4217390C50,0.399144,0.356397,0.520008,0.017755,0.014844,0.028635,0.8878,97.73
8165303D2F,0.399059,0.358746,0.498772,0.017749,0.014995,0.026364,0.8874,97.7
9576926957,0.398706,0.349323,0.540865,0.017723,0.014398,0.031059,0.8862,97.67
58980687AE,0.39843,0.365484,0.477118,0.017703,0.015432,0.024228,0.8852,97.63
8103045C42,0.397591,0.351362,0.546851,0.017642,0.014526,0.031794,0.8821,97.6
7731386D8C,0.397507,0.351293,0.534182,0.017636,0.014521,0.03026,0.8818,97.57
A05E6C7C6F,0.397221,0.351952,0.530199,0.017616,0.014563,0.029794,0.8808,97.53
8087674FB4,0.396963,0.350648,0.526246,0.017597,0.014481,0.029339,0.8798,97.5
2438990E34,0.396299,0.350994,0.569574,0.017549,0.014503,0.034756,0.8774,97.47
76188802AC,0.396031,0.35318,0.54009,0.01753,0.01464,0.030965,0.8765,97.43
9088294975,0.39489,0.350462,0.562633,0.017448,0.014469,0.03382,0.8724,97.4
8259008CFF,0.394861,0.348466,0.531646,0.017446,0.014345,0.029963,0.8723,97.37
5193900DDB,0.394523,0.364383,0.464064,0.017421,0.01536,0.023019,0.871,97.33
7099175888,0.394465,0.349149,0.519047,0.017417,0.014387,0.028528,0.8708,97.3
7289497B36,0.394325,0.352841,0.509647,0.017407,0.014619,0.027504,0.8704,97.27
5462622A45,0.393915,0.349209,0.543285,0.017378,0.014391,0.031354,0.8689,97.23
87656299E0,0.393813,0.355561,0.496352,0.017371,0.014791,0.026116,0.8686,97.2
9532865110,0.393256,0.358479,0.470287,0.017331,0.014978,0.023588,0.8666,97.17
7156028D1B,0.393202,0.350118,0.524899,0.017327,0.014448,0.029186,0.8664,97.13
6117633E71,0.39277,0.353668,0.481078,0.017296,0.014671,0.024606,0.8648,97.1
0286268BD0,0.39262,0.35353,0.481593,0.017286,0.014662,0.024655,0.8643,97.07
86105946F3,0.392514,0.345795,0.545104,0.017278,0.014179,0.031577,0.8639,97.03
984460590A,0.392496,0.352531,0.495049,0.017277,0.014599,0.025984,0.8638,97.0
053672142D,0.39236,0.348941,0.545696,0.017267,0.014374,0.03165,0.8634,96.97
8564356A24,0.391516,0.352334,0.490824,0.017207,0.014587,0.02556,0.8604,96.93
5385630A76,0.391337,0.355054,0.48329,0.017194,0.014759,0.024819,0.8597,96.9
5783865463,0.391142,0.347405,0.515521,0.01718,0.014279,0.02814,0.859,96.87
8067684F6F,0.390868,0.351062,0.533891,0.017161,0.014507,0.030226,0.858,96.83
93783234F7,0.390367,0.358242,0.460391,0.017126,0.014962,0.022689,0.8563,96.8
94096619E5,0.390271,0.350073,0.507105,0.017119,0.014445,0.027233,0.8559,96.77
77192953C0,0.390032,0.348676,0.52786,0.017102,0.014358,0.029524,0.8551,96.73
0554687E2D,0.389556,0.349187,0.522367,0.017068,0.01439,0.028899,0.8534,96.7
03376047A0,0.389474,0.349356,0.522188,0.017063,0.0144,0.028879,0.8531,96.67
B4B6F990E4,0.389326,0.347909,0.502976,0.017052,0.01431,0.026799,0.8526,96.63
984898250F,0.389248,0.354391,0.474071,0.017047,0.014717,0.023941,0.8524,96.6
61927670FF,0.389224,0.352731,0.522785,0.017045,0.014612,0.028946,0.8522,96.57
9693373872,0.389051,0.348051,0.531087,0.017033,0.014319,0.029897,0.8516,96.53
6815225595,0.388888,0.349607,0.467919,0.017021,0.014416,0.02337,0.851,96.5
6292552A2C,0.388858,0.349734,0.515041,0.017019,0.014424,0.028087,0.851,96.47
5919420BE7,0.388834,0.355541,0.46803,0.017017,0.01479,0.023381,0.8508,96.43
94003126DC,0.388769,0.35098,0.504086,0.017013,0.014502,0.026915,0.8506,96.4
7612794458,0.388761,0.356558,0.472838,0.017012,0.014855,0.023825,0.8506,96.37
7750605195,0.388731,0.345,0.537958,0.01701,0.01413,0.030709,0.8505,96.33
6309426F08,0.388627,0.343359,0.607173,0.017003,0.014029,0.040361,0.8502,96.3
9887321B65,0.388592,0.348333,0.534141,0.017,0.014336,0.030255,0.85,96.27
953717234F,0.388209,0.349759,0.508981,0.016973,0.014425,0.027433,0.8486,96.23
6250793D8D,0.388143,0.350538,0.488428,0.016969,0.014474,0.025322,0.8484,96.2
899947273A,0.388019,0.348575,0.529874,0.01696,0.014351,0.029756,0.848,96.17
9010996D20,0.387955,0.349365,0.525229,0.016956,0.014401,0.029223,0.8478,96.13
78568215CB,0.387944,0.355196,0.47133,0.016955,0.014768,0.023685,0.8478,96.1
7435696274,0.38784,0.348632,0.542392,0.016948,0.014355,0.031245,0.8474,96.07
22362747AD,0.387622,0.348472,0.509536,0.016932,0.014345,0.027492,0.8466,96.03
279908345C,0.387472,0.348472,0.513425,0.016922,0.014345,0.027911,0.8461,96.0
79136148DB,0.387296,0.351257,0.496234,0.016909,0.014519,0.026104,0.8454,95.97
9814926D26,0.387232,0.355937,0.452853,0.016905,0.014815,0.022025,0.8452,95.93
99763887D0,0.386876,0.350028,0.526642,0.01688,0.014442,0.029384,0.844,95.9
0362963689,0.386672,0.348095,0.491942,0.016866,0.014322,0.025671,0.8433,95.87
A059757EA2,0.386488,0.348459,0.510608,0.016853,0.014344,0.027607,0.8426,95.83
5517397C07,0.386352,0.348957,0.519875,0.016843,0.014375,0.02862,0.8422,95.8
845682371B,0.386248,0.356103,0.465786,0.016836,0.014826,0.023176,0.8418,95.77
A024B0D3ED,0.386143,0.349193,0.507442,0.016829,0.01439,0.027269,0.8414,95.73
78045820D0,0.386063,0.354298,0.471297,0.016823,0.014711,0.023682,0.8412,95.7
890694752F,0.385914,0.350441,0.516135,0.016813,0.014468,0.028207,0.8406,95.67
0483163EB4,0.385891,0.348137,0.506111,0.016811,0.014324,0.027128,0.8405,95.63
973873632F,0.385781,0.351151,0.479031,0.016804,0.014513,0.02441,0.8402,95.6
0303776BDF,0.385436,0.347982,0.521439,0.016779,0.014315,0.028795,0.839,95.57
585703957B,0.385379,0.353704,0.469419,0.016776,0.014673,0.023508,0.8388,95.53
8495879D21,0.385241,0.34789,0.511331,0.016766,0.014309,0.027685,0.8383,95.5
5851658CEE,0.385153,0.349806,0.52206,0.01676,0.014428,0.028865,0.838,95.47
96424490A4,0.385116,0.34852,0.494754,0.016757,0.014348,0.025954,0.8378,95.43
9903570C7E,0.384955,0.353728,0.472608,0.016746,0.014675,0.023804,0.8373,95.4
2429819E0E,0.38484,0.345992,0.548027,0.016738,0.014191,0.03194,0.8369,95.37
2942132421,0.38482,0.345992,0.548027,0.016737,0.014191,0.03194,0.8368,95.33
96752171A6,0.384794,0.353474,0.491226,0.016735,0.014659,0.0256,0.8368,95.3
8188705D20,0.384608,0.352453,0.463667,0.016722,0.014594,0.022984,0.8361,95.27
62159804F7,0.384564,0.353613,0.454195,0.016719,0.014668,0.022142,0.836,95.23
7379267BC2,0.384562,0.348431,0.483832,0.016719,0.014343,0.024872,0.836,95.2
0185252AC6,0.384319,0.348592,0.508664,0.016702,0.014353,0.027399,0.8351,95.17
89854904EB,0.384178,0.346853,0.488951,0.016692,0.014244,0.025374,0.8346,95.13
8637609C6D,0.384027,0.355193,0.445901,0.016682,0.014768,0.021428,0.8341,95.1
3269571756,0.384025,0.34816,0.501961,0.016681,0.014326,0.026693,0.834,95.07
B386A0F85E,0.383954,0.347548,0.485554,0.016677,0.014288,0.02504,0.8338,95.03
6962257C38,0.383729,0.348165,0.490434,0.016661,0.014326,0.025521,0.833,95.0
366536962E,0.383653,0.345318,0.548227,0.016656,0.01415,0.031965,0.8328,94.97
0153993709,0.3836,0.347625,0.481399,0.016652,0.014292,0.024637,0.8326,94.93
7786923424,0.383542,0.347809,0.509762,0.016648,0.014304,0.027516,0.8324,94.9
B447532150,0.383486,0.351763,0.465772,0.016644,0.014551,0.023174,0.8322,94.87
1785568951,0.383458,0.351974,0.483406,0.016642,0.014564,0.02483,0.8321,94.83
82710942B1,0.383451,0.356477,0.429183,0.016642,0.01485,0.020049,0.8321,94.8
4547475714,0.383436,0.344142,0.568303,0.016641,0.014077,0.034583,0.832,94.77
3595268CFF,0.383173,0.344667,0.514193,0.016622,0.014109,0.027995,0.8311,94.73
6155184A83,0.383114,0.348157,0.491873,0.016618,0.014325,0.025664,0.8309,94.7
7303434864,0.382997,0.345763,0.492089,0.01661,0.014177,0.025686,0.8305,94.67
6914097D54,0.382864,0.349778,0.468174,0.016601,0.014427,0.023394,0.83,94.63
0535060978,0.382822,0.347699,0.481399,0.016598,0.014297,0.024637,0.8299,94.6
625937252D,0.382747,0.358684,0.448726,0.016593,0.014991,0.021669,0.8296,94.57
950497597F,0.382676,0.3494,0.492738,0.016588,0.014403,0.025751,0.8294,94.53
2670685EF7,0.38265,0.344453,0.49437,0.016586,0.014096,0.025915,0.8293,94.5
8219166E56,0.382603,0.349376,0.493694,0.016583,0.014401,0.025847,0.8292,94.47
A024332864,0.382602,0.347279,0.493942,0.016583,0.014271,0.025872,0.8292,94.43
5878009E76,0.382516,0.348114,0.504256,0.016577,0.014323,0.026933,0.8288,94.4
A00A284D84,0.382328,0.351582,0.454369,0.016564,0.01454,0.022158,0.8282,94.37
173015483D,0.381831,0.344124,0.548027,0.01653,0.014076,0.03194,0.8265,94.33
5536244D10,0.381603,0.348252,0.509246,0.016514,0.014331,0.027461,0.8257,94.3
9890756E0B,0.381581,0.348914,0.464525,0.016513,0.014373,0.023061,0.8256,94.27
725533295D,0.381433,0.347947,0.489933,0.016502,0.014312,0.025471,0.8251,94.23
90005722FB,0.381309,0.348156,0.48523,0.016494,0.014325,0.025008,0.8247,94.2
03294720E5,0.381305,0.347951,0.478069,0.016494,0.014313,0.024318,0.8247,94.17
997359896E,0.381112,0.348022,0.485531,0.01648,0.014317,0.025037,0.824,94.13
0135529211,0.381002,0.347308,0.480594,0.016473,0.014273,0.024559,0.8237,94.1
6576287BB3,0.380937,0.344254,0.492834,0.016468,0.014084,0.025761,0.8234,94.07
A0200D32FB,0.380763,0.348152,0.475111,0.016456,0.014325,0.024038,0.8228,94.03
758646227E,0.380346,0.353612,0.461465,0.016428,0.014668,0.022785,0.8214,94.0
6514533AB0,0.380337,0.348901,0.466751,0.016427,0.014372,0.023264,0.8214,93.97
0337941DB8,0.380321,0.35371,0.466094,0.016426,0.014674,0.023204,0.8213,93.93
6188994769,0.380247,0.354695,0.446957,0.016421,0.014736,0.021518,0.821,93.9
48153654E7,0.380141,0.349079,0.473431,0.016414,0.014383,0.023881,0.8207,93.87
62489604EC,0.380104,0.34836,0.479262,0.016411,0.014338,0.024432,0.8205,93.83
A0345E764B,0.379635,0.346667,0.488651,0.016379,0.014233,0.025344,0.819,93.8
9613730CF5,0.379613,0.34749,0.480736,0.016378,0.014284,0.024573,0.8189,93.77
0209679893,0.379558,0.34829,0.479082,0.016374,0.014334,0.024415,0.8187,93.73
8284536760,0.379433,0.351259,0.452654,0.016365,0.014519,0.022008,0.8182,93.7
807643335A,0.379412,0.347032,0.478897,0.016364,0.014256,0.024397,0.8182,93.67
696441403F,0.379357,0.345088,0.478969,0.01636,0.014135,0.024404,0.818,93.63
5112606FEC,0.37931,0.353023,0.436621,0.016357,0.01463,0.020653,0.8178,93.6
68106126D0,0.379019,0.347809,0.470913,0.016337,0.014304,0.023646,0.8169,93.57
0274050934,0.378976,0.346718,0.477225,0.016334,0.014236,0.024238,0.8167,93.53
4246454CAF,0.378975,0.344604,0.475798,0.016334,0.014106,0.024103,0.8167,93.5
849934053F,0.378565,0.348968,0.459342,0.016306,0.014376,0.022596,0.8153,93.47
04401295EF,0.37853,0.346784,0.47328,0.016304,0.01424,0.023867,0.8152,93.43
9902089657,0.378405,0.347766,0.475109,0.016295,0.014301,0.024038,0.8148,93.4
73596596BB,0.378395,0.347852,0.532418,0.016294,0.014306,0.030053,0.8147,93.37
0317760FD4,0.378321,0.346351,0.475556,0.016289,0.014213,0.02408,0.8144,93.33
A037631FBA,0.378058,0.348161,0.471996,0.016271,0.014326,0.023747,0.8136,93.3
9131133154,0.377683,0.350579,0.436413,0.016246,0.014477,0.020636,0.8123,93.27
7421030BAD,0.377566,0.348659,0.459837,0.016238,0.014357,0.02264,0.8119,93.23
8142889C91,0.377508,0.34583,0.47715,0.016234,0.014181,0.024231,0.8117,93.2
06716810B2,0.3775,0.347814,0.459333,0.016234,0.014304,0.022595,0.8117,93.17
15959489F1,0.37717,0.347817,0.474168,0.016211,0.014304,0.02395,0.8106,93.13
4895226449,0.377129,0.347315,0.483943,0.016208,0.014273,0.024883,0.8104,93.1
7591470738,0.376985,0.346156,0.496526,0.016199,0.014201,0.026134,0.81,93.07
867528714F,0.376942,0.346564,0.497509,0.016196,0.014227,0.026234,0.8098,93.03
0168130941,0.376878,0.346893,0.45412,0.016191,0.014247,0.022136,0.8096,93.0
7840715AB2,0.376508,0.344908,0.496158,0.016166,0.014124,0.026097,0.8083,92.97
258788349B,0.37644,0.346484,0.47715,0.016162,0.014222,0.024231,0.8081,92.93
B3307D0B03,0.376283,0.350196,0.430681,0.016151,0.014453,0.020169,0.8075,92.9
B3F721230A,0.376214,0.347865,0.445603,0.016146,0.014307,0.021403,0.8073,92.87
02578310DF,0.376135,0.347082,0.474199,0.016141,0.014259,0.023953,0.807,92.83
69309901E3,0.376089,0.347861,0.464372,0.016138,0.014307,0.023047,0.8069,92.8
8306663B26,0.37603,0.35212,0.433676,0.016134,0.014573,0.020412,0.8067,92.77
305001472B,0.375835,0.343904,0.483331,0.016121,0.014062,0.024823,0.806,92.73
04803372A1,0.375831,0.350714,0.446542,0.01612,0.014485,0.021483,0.806,92.7
8659424EBB,0.375805,0.352469,0.421954,0.016119,0.014595,0.019476,0.806,92.67
7153083ED0,0.375786,0.343141,0.487428,0.016117,0.014016,0.025223,0.8058,92.63
A03BFF70F7,0.375672,0.347123,0.473744,0.01611,0.014261,0.02391,0.8055,92.6
89838668BF,0.375487,0.348404,0.457601,0.016097,0.014341,0.022442,0.8048,92.57
4351608485,0.375368,0.346995,0.464726,0.016089,0.014253,0.023079,0.8044,92.53
64810099CF,0.375318,0.347146,0.459692,0.016086,0.014263,0.022627,0.8043,92.5
734425709B,0.374989,0.343169,0.468669,0.016064,0.014017,0.023439,0.8032,92.47
66207331B6,0.374929,0.346476,0.437055,0.016059,0.014221,0.020689,0.803,92.43
42986416C4,0.374873,0.347987,0.475009,0.016056,0.014315,0.024029,0.8028,92.4
9623306B53,0.374742,0.346094,0.47257,0.016047,0.014197,0.0238,0.8023,92.37
827905082F,0.374711,0.350107,0.439706,0.016045,0.014447,0.020908,0.8022,92.33
7129333FB1,0.374409,0.349265,0.425934,0.016024,0.014395,0.01979,0.8012,92.3
83895847BA,0.37438,0.347806,0.473494,0.016022,0.014304,0.023887,0.8011,92.27
6605646F82,0.374159,0.347228,0.440794,0.016008,0.014268,0.020999,0.8004,92.23
7727595520,0.373822,0.346873,0.444474,0.015985,0.014246,0.021307,0.7992,92.2
A036F4E0DF,0.373603,0.347067,0.428874,0.01597,0.014258,0.020024,0.7985,92.17
A03F71B1DB,0.373602,0.347851,0.443355,0.01597,0.014306,0.021213,0.7985,92.13
5925116865,0.373538,0.350695,0.433167,0.015966,0.014484,0.020371,0.7983,92.1
966866204B,0.373525,0.345658,0.47118,0.015965,0.014171,0.023671,0.7982,92.07
685441388A,0.373483,0.351509,0.433718,0.015962,0.014535,0.020415,0.7981,92.03
0747560A04,0.37344,0.351501,0.435148,0.015959,0.014535,0.020532,0.798,92.0
2929059FEF,0.373438,0.343706,0.485703,0.015959,0.01405,0.025054,0.798,91.97
B3BA613533,0.373419,0.345448,0.489085,0.015958,0.014158,0.025387,0.7979,91.93
1375835EF1,0.373319,0.347565,0.457263,0.015951,0.014289,0.022412,0.7976,91.9
7770747F45,0.373313,0.348285,0.43238,0.015951,0.014333,0.020307,0.7976,91.87
01930004A2,0.373136,0.349067,0.457395,0.015939,0.014382,0.022423,0.7969,91.83
03750469BD,0.373117,0.347705,0.44139,0.015938,0.014297,0.021048,0.7969,91.8
276893449E,0.373065,0.346677,0.459336,0.015934,0.014234,0.022595,0.7967,91.77
B4A2A86E62,0.372918,0.347512,0.451455,0.015924,0.014285,0.021904,0.7962,91.73
96809962A1,0.372735,0.347747,0.475109,0.015912,0.0143,0.024038,0.7956,91.7
B2C776624E,0.372671,0.349942,0.458223,0.015908,0.014437,0.022497,0.7954,91.67
4669076367,0.372613,0.344636,0.4614,0.015904,0.014108,0.02278,0.7952,91.63
A01269BE89,0.372583,0.346193,0.463503,0.015902,0.014204,0.022969,0.7951,91.6
099557674C,0.372541,0.342936,0.483986,0.015899,0.014003,0.024887,0.7949,91.57
65005653F0,0.372482,0.350641,0.436708,0.015895,0.014481,0.02066,0.7948,91.53
4480899AD2,0.372437,0.346305,0.456428,0.015892,0.014211,0.022338,0.7946,91.5
307696255D,0.372432,0.346616,0.45903,0.015892,0.01423,0.022568,0.7946,91.47
9850196EDF,0.372318,0.347747,0.472226,0.015884,0.0143,0.023768,0.7942,91.43
9353514BEC,0.372265,0.344543,0.471364,0.015881,0.014102,0.023688,0.794,91.4
0532096B7F,0.372194,0.346761,0.453741,0.015876,0.014239,0.022103,0.7938,91.37
0350703145,0.372161,0.346473,0.453741,0.015874,0.014221,0.022103,0.7937,91.33
0288053CD7,0.372065,0.346761,0.453741,0.015867,0.014239,0.022103,0.7933,91.3
6066390F61,0.371906,0.344206,0.467983,0.015857,0.014081,0.023376,0.7928,91.27
A04623109B,0.371678,0.351054,0.41963,0.015841,0.014506,0.019295,0.792,91.23
8843998A05,0.371676,0.349492,0.430432,0.015841,0.014409,0.020149,0.792,91.2
7303000240,0.37166,0.34958,0.447248,0.01584,0.014414,0.021543,0.792,91.17
9846684CAE,0.371623,0.350765,0.434994,0.015838,0.014488,0.02052,0.7919,91.13
B36FCEF8D5,0.371129,0.346912,0.439194,0.015805,0.014248,0.020865,0.7902,91.1
8587371AB8,0.370992,0.346797,0.455742,0.015796,0.014241,0.022278,0.7898,91.07
A01C032D9A,0.370864,0.347459,0.445104,0.015787,0.014282,0.021361,0.7893,91.03
05162230B2,0.370862,0.346076,0.465772,0.015787,0.014196,0.023174,0.7893,91.0
4189255A94,0.370743,0.349011,0.422554,0.015779,0.014379,0.019523,0.789,90.97
041295091C,0.370675,0.345829,0.459024,0.015774,0.014181,0.022568,0.7887,90.93
6165517993,0.37063,0.346973,0.446226,0.015772,0.014252,0.021456,0.7886,90.9
6870881E5B,0.370512,0.346856,0.442083,0.015764,0.014245,0.021106,0.7882,90.87
B053692425,0.370494,0.347318,0.433667,0.015762,0.014273,0.020411,0.7881,90.83
2340297A2B,0.370403,0.347815,0.426305,0.015756,0.014304,0.019819,0.7878,90.8
256110852D,0.37031,0.345712,0.447717,0.01575,0.014174,0.021583,0.7875,90.77
8262461E80,0.370218,0.344703,0.459007,0.015744,0.014112,0.022566,0.7872,90.73
0204342459,0.370202,0.346473,0.455629,0.015743,0.014221,0.022268,0.7872,90.7
61749409AE,0.370166,0.348889,0.425475,0.015741,0.014371,0.019753,0.787,90.67
5565653A24,0.370094,0.348416,0.421338,0.015736,0.014342,0.019428,0.7868,90.63
7225380C30,0.369444,0.348796,0.415762,0.015693,0.014365,0.018996,0.7846,90.6
029924619C,0.369365,0.345811,0.448853,0.015687,0.01418,0.02168,0.7844,90.57
6611941A50,0.369201,0.348283,0.422338,0.015677,0.014333,0.019506,0.7838,90.53
519417941B,0.369086,0.34806,0.419756,0.015669,0.014319,0.019305,0.7834,90.5
519276553C,0.369051,0.350159,0.428556,0.015667,0.01445,0.019999,0.7834,90.47
1461722B24,0.368857,0.34504,0.456344,0.015654,0.014132,0.022331,0.7827,90.43
0963688C7B,0.368732,0.342726,0.473931,0.015646,0.01399,0.023927,0.7823,90.4
65220917C0,0.368717,0.348944,0.419526,0.015645,0.014374,0.019287,0.7822,90.37
0405628ECC,0.368701,0.346071,0.444929,0.015644,0.014196,0.021346,0.7822,90.33
7299467EB6,0.368436,0.349061,0.42293,0.015626,0.014382,0.019553,0.7813,90.3
562614273F,0.368311,0.343169,0.44391,0.015618,0.014017,0.02126,0.7809,90.27
80201873AF,0.368215,0.346177,0.46664,0.015611,0.014203,0.023253,0.7806,90.23
8364045448,0.368148,0.343439,0.461119,0.015607,0.014034,0.022754,0.7804,90.2
64447865A6,0.36809,0.34989,0.438132,0.015603,0.014434,0.020778,0.7802,90.17
4461904FA5,0.367905,0.343894,0.452787,0.015591,0.014062,0.02202,0.7796,90.13
325776698A,0.367488,0.348081,0.416244,0.015563,0.014321,0.019033,0.7782,90.1
5475964C6F,0.367435,0.346812,0.430557,0.01556,0.014242,0.020159,0.778,90.07
511015052E,0.367254,0.343169,0.461343,0.015548,0.014017,0.022775,0.7774,90.03
B2164B710D,0.367243,0.345846,0.423238,0.015547,0.014182,0.019577,0.7774,90.0
9828023525,0.367213,0.345879,0.418609,0.015545,0.014184,0.019216,0.7772,89.97
88981834E7,0.367202,0.348705,0.427576,0.015545,0.01436,0.01992,0.7772,89.93
81554423A4,0.36704,0.346788,0.428277,0.015534,0.01424,0.019976,0.7767,89.9
02900740A3,0.366901,0.345024,0.415149,0.015525,0.014131,0.018949,0.7762,89.87
A0469C2F0D,0.366767,0.34869,0.421296,0.015516,0.014359,0.019425,0.7758,89.83
5844287A31,0.366731,0.342731,0.458504,0.015514,0.013991,0.022522,0.7757,89.8
6314184578,0.36668,0.350171,0.420349,0.01551,0.014451,0.019351,0.7755,89.77
7564144119,0.366561,0.349596,0.413056,0.015502,0.014415,0.01879,0.7751,89.73
67387765DF,0.366491,0.343029,0.449793,0.015498,0.014009,0.021761,0.7749,89.7
