cig,score_mean,score_lower,score_upper,pc_mean,pc_lower,pc_upper,lift_vs_prior,percentile_rank
B1F3223FF8,0.296663,0.29586,0.29901,0.022507,0.022422,0.022755,1.1253,71.28
865763171C,0.296663,0.29574,0.300984,0.022507,0.02241,0.022965,1.1253,71.28
6000425B58,0.296663,0.295896,0.298334,0.022507,0.022426,0.022683,1.1253,71.28
9632897613,0.296662,0.295724,0.299948,0.022507,0.022408,0.022855,1.1253,71.24
5663958DFD,0.296662,0.295819,0.298686,0.022507,0.022418,0.022721,1.1253,71.24
9598204083,0.296662,0.29586,0.298535,0.022507,0.022422,0.022705,1.1253,71.24
7129289B63,0.296661,0.295845,0.298961,0.022507,0.022421,0.02275,1.1253,71.21
B4BD1BDDDB,0.296661,0.295742,0.298844,0.022507,0.02241,0.022737,1.1253,71.21
A02DB926D0,0.296659,0.295789,0.298584,0.022506,0.022415,0.02271,1.1253,71.19
72330548FA,0.296659,0.295838,0.298772,0.022506,0.02242,0.02273,1.1253,71.19
50035758B4,0.296658,0.295751,0.299953,0.022506,0.022411,0.022855,1.1253,71.17
9403905BE4,0.296658,0.295689,0.299282,0.022506,0.022404,0.022784,1.1253,71.17
8275152774,0.296658,0.295874,0.298754,0.022506,0.022424,0.022728,1.1253,71.17
82355552FB,0.296657,0.295913,0.298597,0.022506,0.022428,0.022711,1.1253,71.14
6037277695,0.296657,0.295828,0.29897,0.022506,0.022419,0.022751,1.1253,71.14
6297152E35,0.296656,0.295773,0.298426,0.022506,0.022413,0.022693,1.1253,71.13
7642644D55,0.296655,0.295834,0.298539,0.022506,0.022419,0.022705,1.1253,71.12
7767223330,0.296653,0.295837,0.298354,0.022506,0.02242,0.022685,1.1253,71.11
8892414C2A,0.296652,0.29578,0.298497,0.022506,0.022414,0.022701,1.1253,71.1
7311193B51,0.296652,0.295826,0.299165,0.022506,0.022419,0.022771,1.1253,71.1
0164193857,0.296651,0.295751,0.29938,0.022505,0.022411,0.022794,1.1252,71.08
9957123DD3,0.296651,0.295799,0.298881,0.022505,0.022416,0.022741,1.1252,71.08
7984539A04,0.29665,0.295741,0.298682,0.022505,0.02241,0.02272,1.1252,71.02
B3A3CDF232,0.29665,0.295759,0.298413,0.022505,0.022412,0.022692,1.1252,71.02
B56542710D,0.29665,0.29577,0.298827,0.022505,0.022413,0.022736,1.1252,71.02
6661540CB3,0.29665,0.295787,0.298491,0.022505,0.022415,0.0227,1.1252,71.02
B017B1233D,0.29665,0.295798,0.299261,0.022505,0.022416,0.022782,1.1252,71.02
4391930F46,0.29665,0.295874,0.298552,0.022505,0.022424,0.022706,1.1252,71.02
503914954D,0.29665,0.295884,0.298615,0.022505,0.022425,0.022713,1.1252,71.02
631257018F,0.29665,0.295755,0.300195,0.022505,0.022411,0.022881,1.1252,71.02
7945283EEF,0.29665,0.295951,0.298322,0.022505,0.022432,0.022682,1.1252,71.02
82485896F9,0.296648,0.295871,0.298587,0.022505,0.022423,0.02271,1.1252,70.96
9342379709,0.296648,0.295847,0.299416,0.022505,0.022421,0.022798,1.1252,70.96
6548314FA5,0.296646,0.295845,0.298654,0.022505,0.022421,0.022717,1.1252,70.93
3994846B32,0.296646,0.295918,0.297947,0.022505,0.022428,0.022642,1.1252,70.93
9991537D28,0.296646,0.295744,0.298664,0.022505,0.02241,0.022718,1.1252,70.93
30688249AB,0.296646,0.295894,0.298644,0.022505,0.022426,0.022716,1.1252,70.93
4062894630,0.296646,0.295827,0.298223,0.022505,0.022419,0.022672,1.1252,70.93
693740715D,0.296645,0.295807,0.298222,0.022505,0.022417,0.022671,1.1252,70.89
A0466D8771,0.296645,0.295871,0.298749,0.022505,0.022423,0.022727,1.1252,70.89
6490921D72,0.296645,0.2958,0.299006,0.022505,0.022416,0.022755,1.1252,70.89
6885516B8B,0.296644,0.295783,0.298507,0.022505,0.022414,0.022702,1.1252,70.86
A02BE16203,0.296644,0.295911,0.298224,0.022505,0.022428,0.022672,1.1252,70.86
4818464248,0.296644,0.295731,0.299031,0.022505,0.022409,0.022757,1.1252,70.86
B5508E10ED,0.296643,0.29578,0.298892,0.022505,0.022414,0.022742,1.1252,70.82
65894065D9,0.296643,0.295699,0.300516,0.022505,0.022405,0.022915,1.1252,70.82
41193123CC,0.296643,0.295764,0.298462,0.022505,0.022412,0.022697,1.1252,70.82
B1E7D145ED,0.296643,0.295772,0.298857,0.022505,0.022413,0.022739,1.1252,70.82
5023643957,0.296643,0.295814,0.299025,0.022505,0.022417,0.022757,1.1252,70.82
A036B35F31,0.296643,0.295831,0.298464,0.022505,0.022419,0.022697,1.1252,70.82
84003804DF,0.296642,0.295799,0.29867,0.022505,0.022416,0.022719,1.1252,70.78
505675021C,0.296642,0.295808,0.299218,0.022505,0.022417,0.022777,1.1252,70.78
A0171283FD,0.296641,0.295801,0.298273,0.022504,0.022416,0.022677,1.1252,70.76
71009419E1,0.296641,0.29587,0.298617,0.022504,0.022423,0.022713,1.1252,70.76
1093275710,0.296638,0.295744,0.299888,0.022504,0.02241,0.022848,1.1252,70.74
B3F78C38A5,0.296638,0.295903,0.298866,0.022504,0.022427,0.02274,1.1252,70.74
3016600112,0.296637,0.295783,0.298809,0.022504,0.022414,0.022734,1.1252,70.71
B20A70AA89,0.296637,0.295697,0.298929,0.022504,0.022405,0.022746,1.1252,70.71
040805841C,0.296636,0.295812,0.299015,0.022504,0.022417,0.022756,1.1252,70.68
B12DE83553,0.296636,0.295758,0.299097,0.022504,0.022411,0.022764,1.1252,70.68
2351695819,0.296636,0.295894,0.298537,0.022504,0.022426,0.022705,1.1252,70.68
B5694AE0F6,0.296636,0.295771,0.29941,0.022504,0.022413,0.022797,1.1252,70.68
8930095385,0.296636,0.295768,0.298611,0.022504,0.022413,0.022713,1.1252,70.68
B210FBD115,0.296636,0.295712,0.299199,0.022504,0.022407,0.022775,1.1252,70.68
81981710BB,0.296635,0.295788,0.298841,0.022504,0.022415,0.022737,1.1252,70.63
6892973543,0.296635,0.29578,0.298227,0.022504,0.022414,0.022672,1.1252,70.63
5610872E09,0.296635,0.295783,0.298973,0.022504,0.022414,0.022751,1.1252,70.63
A018C4DA7A,0.296634,0.295785,0.298256,0.022504,0.022414,0.022675,1.1252,70.6
08861867D0,0.296634,0.29587,0.298688,0.022504,0.022423,0.022721,1.1252,70.6
3151579D40,0.296633,0.295896,0.298718,0.022504,0.022426,0.022724,1.1252,70.58
521277994E,0.296633,0.295846,0.298419,0.022504,0.022421,0.022692,1.1252,70.58
B152ADFCDF,0.296633,0.295776,0.298478,0.022504,0.022413,0.022699,1.1252,70.58
8508614A63,0.296633,0.295835,0.298721,0.022504,0.02242,0.022724,1.1252,70.58
6799261FA9,0.296631,0.295703,0.299398,0.022503,0.022406,0.022796,1.1251,70.54
988095994F,0.296631,0.295732,0.299781,0.022503,0.022409,0.022837,1.1251,70.54
8790184150,0.29663,0.295812,0.298562,0.022503,0.022417,0.022707,1.1251,70.52
33516068C2,0.29663,0.295738,0.298897,0.022503,0.022409,0.022743,1.1251,70.52
478709214A,0.29663,0.295736,0.298984,0.022503,0.022409,0.022752,1.1251,70.52
97341380CC,0.296629,0.295834,0.29839,0.022503,0.022419,0.022689,1.1251,70.5
8569871146,0.296627,0.295887,0.298545,0.022503,0.022425,0.022706,1.1251,70.48
B071885BB5,0.296627,0.295702,0.298356,0.022503,0.022406,0.022686,1.1251,70.48
52838567E7,0.296626,0.295758,0.29856,0.022503,0.022411,0.022707,1.1251,70.46
7395884C8A,0.296626,0.295874,0.298917,0.022503,0.022424,0.022745,1.1251,70.46
B1FDEC887F,0.296626,0.295679,0.3002,0.022503,0.022403,0.022881,1.1251,70.46
7953072AA0,0.296626,0.295842,0.298833,0.022503,0.02242,0.022736,1.1251,70.46
8480860312,0.296625,0.295862,0.298226,0.022503,0.022422,0.022672,1.1251,70.43
6599370467,0.296624,0.295837,0.298551,0.022503,0.02242,0.022706,1.1251,70.41
566937329A,0.296624,0.295715,0.299245,0.022503,0.022407,0.02278,1.1251,70.41
9502618073,0.296624,0.295808,0.298588,0.022503,0.022417,0.02271,1.1251,70.41
40214594F2,0.296622,0.295908,0.298798,0.022502,0.022427,0.022733,1.1251,70.38
0862214180,0.296622,0.295782,0.298433,0.022502,0.022414,0.022694,1.1251,70.38
2834911290,0.296622,0.295851,0.29859,0.022502,0.022421,0.02271,1.1251,70.38
1822543A0D,0.296621,0.295772,0.298672,0.022502,0.022413,0.022719,1.1251,70.36
5303346B8E,0.296621,0.295743,0.299745,0.022502,0.02241,0.022833,1.1251,70.36
04609568EA,0.29662,0.295828,0.298747,0.022502,0.022419,0.022727,1.1251,70.33
6310395EAD,0.29662,0.29572,0.29872,0.022502,0.022407,0.022724,1.1251,70.33
B2A895C0A9,0.29662,0.295735,0.29892,0.022502,0.022409,0.022745,1.1251,70.33
640466940E,0.296619,0.295793,0.298754,0.022502,0.022415,0.022728,1.1251,70.31
7352049EC0,0.296618,0.295805,0.299734,0.022502,0.022416,0.022832,1.1251,70.29
2818539BF3,0.296618,0.295772,0.298068,0.022502,0.022413,0.022655,1.1251,70.29
5190288925,0.296618,0.295757,0.29826,0.022502,0.022411,0.022676,1.1251,70.29
9734627454,0.296617,0.295876,0.298485,0.022502,0.022424,0.022699,1.1251,70.27
9308279AD2,0.296616,0.295743,0.299296,0.022502,0.02241,0.022785,1.1251,70.26
B35BD0EFE2,0.296616,0.295785,0.298542,0.022502,0.022414,0.022705,1.1251,70.26
6380026402,0.296615,0.295707,0.29928,0.022502,0.022406,0.022784,1.1251,70.24
B3436A2034,0.296615,0.295734,0.29863,0.022502,0.022409,0.022715,1.1251,70.24
61549021CF,0.296614,0.295879,0.299435,0.022502,0.022424,0.0228,1.1251,70.22
1268185B5B,0.296613,0.295878,0.298279,0.022501,0.022424,0.022678,1.125,70.2
54547466CB,0.296613,0.295731,0.299049,0.022501,0.022409,0.022759,1.125,70.2
97385791A0,0.296612,0.295762,0.298668,0.022501,0.022412,0.022719,1.125,70.18
630008529C,0.296612,0.295812,0.298676,0.022501,0.022417,0.02272,1.125,70.18
A066AEA75D,0.296611,0.295844,0.29831,0.022501,0.02242,0.022681,1.125,70.16
6379983087,0.296611,0.295707,0.29928,0.022501,0.022406,0.022784,1.125,70.16
B218C51F2D,0.296611,0.295826,0.298849,0.022501,0.022419,0.022738,1.125,70.16
05253371CE,0.296611,0.295748,0.298409,0.022501,0.02241,0.022691,1.125,70.16
493388745A,0.29661,0.295742,0.299657,0.022501,0.02241,0.022824,1.125,70.13
3966882694,0.296609,0.295811,0.298506,0.022501,0.022417,0.022702,1.125,70.1
A0188ACBD7,0.296609,0.295744,0.298209,0.022501,0.02241,0.02267,1.125,70.1
042331850F,0.296609,0.295769,0.298218,0.022501,0.022413,0.022671,1.125,70.1
5523328A72,0.296609,0.295816,0.299158,0.022501,0.022418,0.022771,1.125,70.1
504731259F,0.296609,0.295702,0.299516,0.022501,0.022406,0.022809,1.125,70.1
B454AFDEBF,0.296609,0.295768,0.298884,0.022501,0.022413,0.022742,1.125,70.1
645770069E,0.296608,0.295828,0.298529,0.022501,0.022419,0.022704,1.125,70.06
8188951823,0.296607,0.295699,0.298707,0.022501,0.022405,0.022723,1.125,70.04
B56E1D7DA3,0.296607,0.295735,0.299329,0.022501,0.022409,0.022789,1.125,70.04
B3EB91D169,0.296606,0.295744,0.298415,0.022501,0.02241,0.022692,1.125,70.03
9143720472,0.296606,0.295719,0.298647,0.022501,0.022407,0.022716,1.125,70.03
752186140F,0.296605,0.295741,0.298663,0.022501,0.02241,0.022718,1.125,70.0
85199304A7,0.296605,0.295862,0.298291,0.022501,0.022422,0.022679,1.125,70.0
741198210B,0.296604,0.29579,0.299087,0.022501,0.022415,0.022763,1.125,69.97
4192163A56,0.296604,0.295835,0.298824,0.022501,0.02242,0.022735,1.125,69.97
90822616DF,0.296604,0.295737,0.299273,0.022501,0.022409,0.022783,1.125,69.97
84626374F9,0.296604,0.295906,0.298381,0.022501,0.022427,0.022688,1.125,69.97
7193408C0F,0.296603,0.295821,0.29888,0.0225,0.022418,0.022741,1.125,69.92
67461055F4,0.296603,0.29578,0.299012,0.0225,0.022414,0.022755,1.125,69.92
4970465D76,0.296603,0.295783,0.298434,0.0225,0.022414,0.022694,1.125,69.92
4286707E82,0.296603,0.295735,0.299148,0.0225,0.022409,0.02277,1.125,69.92
7704892604,0.296603,0.295776,0.298611,0.0225,0.022413,0.022713,1.125,69.92
820236019A,0.296603,0.295779,0.298555,0.0225,0.022414,0.022707,1.125,69.92
B28730B21B,0.296602,0.295821,0.298223,0.0225,0.022418,0.022672,1.125,69.86
44129311DD,0.296602,0.295785,0.298259,0.0225,0.022414,0.022675,1.125,69.86
5957892004,0.296602,0.295751,0.299522,0.0225,0.022411,0.022809,1.125,69.86
05109923EF,0.296602,0.295808,0.298272,0.0225,0.022417,0.022677,1.125,69.86
4701043F64,0.296602,0.295736,0.299072,0.0225,0.022409,0.022762,1.125,69.86
4968601B3E,0.296602,0.295882,0.298986,0.0225,0.022424,0.022752,1.125,69.86
7016228681,0.296601,0.295875,0.298232,0.0225,0.022424,0.022673,1.125,69.8
04521684D5,0.296601,0.295816,0.298671,0.0225,0.022418,0.022719,1.125,69.8
8955667234,0.296601,0.295811,0.298412,0.0225,0.022417,0.022692,1.125,69.8
697296833A,0.296601,0.295856,0.298391,0.0225,0.022422,0.022689,1.125,69.8
844919611D,0.296601,0.295861,0.298289,0.0225,0.022422,0.022679,1.125,69.8
9937827A44,0.296601,0.295796,0.299209,0.0225,0.022415,0.022776,1.125,69.8
B16E3F7D67,0.296601,0.295845,0.298284,0.0225,0.022421,0.022678,1.125,69.8
9602203496,0.2966,0.295761,0.298504,0.0225,0.022412,0.022701,1.125,69.74
B1EBC558CF,0.2966,0.295806,0.298298,0.0225,0.022417,0.02268,1.125,69.74
7379344B4D,0.2966,0.295782,0.298256,0.0225,0.022414,0.022675,1.125,69.74
B2E3DEE99B,0.2966,0.295722,0.298737,0.0225,0.022408,0.022726,1.125,69.74
580679707A,0.2966,0.295782,0.299084,0.0225,0.022414,0.022763,1.125,69.74
B0F1D208CC,0.296599,0.295692,0.300467,0.0225,0.022405,0.02291,1.125,69.7
9677102532,0.296599,0.295881,0.298515,0.0225,0.022424,0.022703,1.125,69.7
A05161DA82,0.296598,0.295794,0.298265,0.0225,0.022415,0.022676,1.125,69.68
1527771482,0.296598,0.295792,0.298794,0.0225,0.022415,0.022732,1.125,69.68
8641185372,0.296597,0.295832,0.298524,0.0225,0.022419,0.022703,1.125,69.66
B17B131923,0.296597,0.295744,0.298514,0.0225,0.02241,0.022702,1.125,69.66
4457808B86,0.296597,0.295737,0.298879,0.0225,0.022409,0.022741,1.125,69.66
B22493A3F3,0.296597,0.295841,0.298541,0.0225,0.02242,0.022705,1.125,69.66
340930577B,0.296596,0.295755,0.298432,0.0225,0.022411,0.022694,1.125,69.62
3216874865,0.296596,0.295804,0.29875,0.0225,0.022416,0.022727,1.125,69.62
9133264FDE,0.296595,0.295816,0.298194,0.0225,0.022418,0.022669,1.125,69.6
7786074785,0.296595,0.295808,0.298746,0.0225,0.022417,0.022727,1.125,69.6
9780167121,0.296595,0.295759,0.298224,0.0225,0.022412,0.022672,1.125,69.6
86081050F8,0.296595,0.295761,0.298661,0.0225,0.022412,0.022718,1.125,69.6
927162964A,0.296594,0.295821,0.298437,0.022499,0.022418,0.022694,1.125,69.56
681530037A,0.296594,0.295702,0.299034,0.022499,0.022406,0.022758,1.125,69.56
9675923840,0.296593,0.295824,0.299011,0.022499,0.022418,0.022755,1.125,69.54
1611561E31,0.296593,0.295867,0.298181,0.022499,0.022423,0.022667,1.125,69.54
7687996EFC,0.296592,0.295829,0.298745,0.022499,0.022419,0.022727,1.125,69.52
A02932524D,0.296592,0.295833,0.298252,0.022499,0.022419,0.022675,1.125,69.52
72343430B4,0.296592,0.295853,0.298263,0.022499,0.022421,0.022676,1.125,69.52
B19DC14157,0.296592,0.29582,0.298295,0.022499,0.022418,0.022679,1.125,69.52
B2883A1204,0.296591,0.295829,0.298167,0.022499,0.022419,0.022666,1.125,69.47
A04D850A9B,0.296591,0.295794,0.298792,0.022499,0.022415,0.022732,1.125,69.47
7511787AB9,0.296591,0.295899,0.298454,0.022499,0.022426,0.022696,1.125,69.47
9083818BBE,0.296591,0.295791,0.298411,0.022499,0.022415,0.022691,1.125,69.47
B145D3A8D9,0.296591,0.295789,0.298538,0.022499,0.022415,0.022705,1.125,69.47
4471912286,0.29659,0.295982,0.297978,0.022499,0.022435,0.022646,1.125,69.44
94503080DF,0.29659,0.295798,0.298436,0.022499,0.022416,0.022694,1.125,69.44
885188241C,0.296589,0.295793,0.29877,0.022499,0.022415,0.02273,1.125,69.42
B556A4F7B5,0.296589,0.295769,0.298536,0.022499,0.022413,0.022705,1.125,69.42
8137846AF4,0.296588,0.295778,0.298655,0.022499,0.022414,0.022717,1.125,69.39
88648143EF,0.296588,0.29577,0.29945,0.022499,0.022413,0.022802,1.125,69.39
8959383CBB,0.296588,0.295869,0.298232,0.022499,0.022423,0.022673,1.125,69.39
7549443D6F,0.296587,0.295787,0.298314,0.022499,0.022415,0.022681,1.125,69.37
B0BB4A9DB7,0.296586,0.295753,0.298569,0.022499,0.022411,0.022708,1.125,69.35
A006E29904,0.296586,0.295883,0.298666,0.022499,0.022425,0.022719,1.125,69.35
B525E23640,0.296586,0.295737,0.298619,0.022499,0.022409,0.022714,1.125,69.35
52888018A5,0.296585,0.295813,0.298274,0.022499,0.022417,0.022677,1.125,69.32
57102306DC,0.296585,0.295708,0.299154,0.022499,0.022406,0.02277,1.125,69.32
B29DF4757C,0.296585,0.295796,0.298256,0.022499,0.022415,0.022675,1.125,69.32
9875591B7E,0.296585,0.295823,0.298525,0.022499,0.022418,0.022704,1.125,69.32
B1BB62EF04,0.296584,0.295721,0.298778,0.022498,0.022408,0.02273,1.1249,69.27
62370998E9,0.296584,0.295769,0.298578,0.022498,0.022413,0.022709,1.1249,69.27
61868974EA,0.296584,0.295702,0.29928,0.022498,0.022406,0.022784,1.1249,69.27
1163336F38,0.296584,0.29581,0.29838,0.022498,0.022417,0.022688,1.1249,69.27
0186804B86,0.296583,0.295801,0.298752,0.022498,0.022416,0.022728,1.1249,69.23
992642590A,0.296583,0.295831,0.298576,0.022498,0.022419,0.022709,1.1249,69.23
8988059CEA,0.296583,0.29575,0.298427,0.022498,0.022411,0.022693,1.1249,69.23
7639814DF1,0.296583,0.295854,0.298429,0.022498,0.022422,0.022693,1.1249,69.23
28489281C2,0.296583,0.295741,0.299096,0.022498,0.02241,0.022764,1.1249,69.23
84494892E7,0.296582,0.295783,0.298954,0.022498,0.022414,0.022749,1.1249,69.18
8835779B7C,0.296582,0.295804,0.298648,0.022498,0.022416,0.022717,1.1249,69.18
1724439C11,0.296582,0.295859,0.29842,0.022498,0.022422,0.022692,1.1249,69.18
5263526F0C,0.296582,0.295733,0.299227,0.022498,0.022409,0.022778,1.1249,69.18
92459130C8,0.296581,0.295841,0.298261,0.022498,0.02242,0.022676,1.1249,69.15
7908928DD7,0.296581,0.295884,0.298441,0.022498,0.022425,0.022695,1.1249,69.15
175878534B,0.296581,0.295762,0.299902,0.022498,0.022412,0.02285,1.1249,69.15
A02A7625CB,0.29658,0.295861,0.298174,0.022498,0.022422,0.022666,1.1249,69.13
9873094EE6,0.296578,0.29578,0.299355,0.022498,0.022414,0.022792,1.1249,69.12
9539452CD0,0.296578,0.295839,0.298627,0.022498,0.02242,0.022714,1.1249,69.12
8527131B19,0.296577,0.295841,0.298119,0.022498,0.02242,0.022661,1.1249,69.1
B0482C8649,0.296577,0.295809,0.298612,0.022498,0.022417,0.022713,1.1249,69.1
9518908361,0.296576,0.295761,0.298519,0.022498,0.022412,0.022703,1.1249,69.06
91725335AF,0.296576,0.295845,0.29819,0.022498,0.022421,0.022668,1.1249,69.06
7096133A31,0.296576,0.295823,0.297934,0.022498,0.022418,0.022641,1.1249,69.06
73490503E9,0.296576,0.295786,0.298358,0.022498,0.022414,0.022686,1.1249,69.06
1764963D87,0.296575,0.295718,0.299334,0.022497,0.022407,0.022789,1.1248,69.03
7539890210,0.296575,0.295708,0.299177,0.022497,0.022406,0.022773,1.1248,69.03
8496970177,0.296575,0.295762,0.298388,0.022497,0.022412,0.022689,1.1248,69.03
6673869AEA,0.296574,0.295735,0.298411,0.022497,0.022409,0.022691,1.1248,69.01
502978343C,0.296574,0.295795,0.298519,0.022497,0.022415,0.022703,1.1248,69.01
4592719F99,0.296573,0.295745,0.298987,0.022497,0.02241,0.022753,1.1248,68.97
A011E1DC7F,0.296573,0.295749,0.299398,0.022497,0.022411,0.022796,1.1248,68.97
B04F62ADCE,0.296573,0.295705,0.298702,0.022497,0.022406,0.022722,1.1248,68.97
0183141CB8,0.296573,0.295812,0.298807,0.022497,0.022417,0.022733,1.1248,68.97
9220037739,0.296572,0.29576,0.298468,0.022497,0.022412,0.022698,1.1248,68.94
05797909D5,0.296572,0.295807,0.298696,0.022497,0.022417,0.022722,1.1248,68.94
9390245350,0.296572,0.295783,0.298729,0.022497,0.022414,0.022725,1.1248,68.94
9261264CD0,0.296571,0.295785,0.298866,0.022497,0.022414,0.02274,1.1248,68.92
B0569E4DF4,0.296569,0.295774,0.298433,0.022497,0.022413,0.022694,1.1248,68.9
A0228DDD89,0.296569,0.2958,0.298439,0.022497,0.022416,0.022694,1.1248,68.9
64867760E6,0.296568,0.295731,0.298717,0.022497,0.022409,0.022724,1.1248,68.88
44864786C3,0.296568,0.295831,0.298515,0.022497,0.022419,0.022703,1.1248,68.88
7414378A46,0.296567,0.295856,0.297862,0.022497,0.022422,0.022633,1.1248,68.86
88485305F3,0.296567,0.295867,0.298223,0.022497,0.022423,0.022672,1.1248,68.86
79700705D3,0.296567,0.295849,0.298286,0.022497,0.022421,0.022678,1.1248,68.86
628981792E,0.296566,0.295771,0.298757,0.022497,0.022413,0.022728,1.1248,68.84
9639632BF7,0.296565,0.295872,0.298142,0.022496,0.022423,0.022663,1.1248,68.81
9448680167,0.296565,0.295779,0.298834,0.022496,0.022414,0.022736,1.1248,68.81
851698565C,0.296565,0.295758,0.298852,0.022496,0.022411,0.022738,1.1248,68.81
5098485AE9,0.296565,0.295726,0.299426,0.022496,0.022408,0.022799,1.1248,68.81
99497644FF,0.296565,0.295834,0.298446,0.022496,0.022419,0.022695,1.1248,68.81
452023149F,0.296564,0.295771,0.298332,0.022496,0.022413,0.022683,1.1248,68.77
4408429EAE,0.296564,0.295734,0.298717,0.022496,0.022409,0.022724,1.1248,68.77
73719326BB,0.296562,0.295858,0.298383,0.022496,0.022422,0.022689,1.1248,68.74
0046910759,0.296562,0.29585,0.298685,0.022496,0.022421,0.022721,1.1248,68.74
B386ABD7F5,0.296562,0.295695,0.299112,0.022496,0.022405,0.022766,1.1248,68.74
8910243521,0.296562,0.295789,0.298353,0.022496,0.022415,0.022685,1.1248,68.74
B327C1D276,0.296561,0.295739,0.298842,0.022496,0.022409,0.022737,1.1248,68.72
A001B53D44,0.296561,0.295791,0.298292,0.022496,0.022415,0.022679,1.1248,68.72
87549583E5,0.296559,0.295709,0.298916,0.022496,0.022406,0.022745,1.1248,68.68
87323925D7,0.296559,0.295849,0.298117,0.022496,0.022421,0.02266,1.1248,68.68
9011263977,0.296559,0.295791,0.298381,0.022496,0.022415,0.022688,1.1248,68.68
830517600D,0.296559,0.295849,0.298222,0.022496,0.022421,0.022671,1.1248,68.68
952864676D,0.296559,0.295795,0.29882,0.022496,0.022415,0.022735,1.1248,68.68
6910127132,0.296557,0.295865,0.298635,0.022496,0.022423,0.022715,1.1248,68.64
7498143F55,0.296557,0.295802,0.299048,0.022496,0.022416,0.022759,1.1248,68.64
6904747978,0.296556,0.29586,0.298636,0.022495,0.022422,0.022715,1.1248,68.63
6502913591,0.296555,0.295843,0.29838,0.022495,0.02242,0.022688,1.1248,68.62
5051044D5B,0.296554,0.295704,0.2989,0.022495,0.022406,0.022743,1.1248,68.6
8792663F08,0.296554,0.29581,0.298317,0.022495,0.022417,0.022682,1.1248,68.6
157822152A,0.296554,0.295878,0.298377,0.022495,0.022424,0.022688,1.1248,68.6
7033883FDC,0.296552,0.295864,0.298178,0.022495,0.022423,0.022667,1.1248,68.58
B116DA70E1,0.296552,0.295781,0.298389,0.022495,0.022414,0.022689,1.1248,68.58
621010331D,0.296551,0.295718,0.298653,0.022495,0.022407,0.022717,1.1248,68.55
9201991B30,0.296551,0.29578,0.298364,0.022495,0.022414,0.022687,1.1248,68.55
4065630801,0.296551,0.295736,0.298656,0.022495,0.022409,0.022717,1.1248,68.55
5787852E8D,0.296549,0.2957,0.29869,0.022495,0.022405,0.022721,1.1248,68.52
5579980928,0.296549,0.295787,0.298595,0.022495,0.022415,0.022711,1.1248,68.52
1680130721,0.296549,0.295722,0.29954,0.022495,0.022408,0.022811,1.1248,68.52
805526247D,0.296548,0.295764,0.29848,0.022495,0.022412,0.022699,1.1248,68.5
9080555709,0.296547,0.295853,0.298361,0.022495,0.022421,0.022686,1.1248,68.49
B50F24E7DD,0.296546,0.295796,0.29863,0.022494,0.022415,0.022715,1.1247,68.46
B4F7FDD533,0.296546,0.295736,0.298773,0.022494,0.022409,0.02273,1.1247,68.46
0564516D53,0.296546,0.295812,0.298587,0.022494,0.022417,0.02271,1.1247,68.46
B24B202FD6,0.296546,0.295816,0.298499,0.022494,0.022418,0.022701,1.1247,68.46
B4C3B583DB,0.296546,0.295736,0.298684,0.022494,0.022409,0.02272,1.1247,68.46
734674883C,0.296545,0.295851,0.298754,0.022494,0.022421,0.022728,1.1247,68.42
6004848D51,0.296545,0.29579,0.298226,0.022494,0.022415,0.022672,1.1247,68.42
5329874F26,0.296545,0.295723,0.298856,0.022494,0.022408,0.022739,1.1247,68.42
2586263BBB,0.296544,0.295904,0.298013,0.022494,0.022427,0.022649,1.1247,68.4
B21F6059CD,0.296544,0.295735,0.298263,0.022494,0.022409,0.022676,1.1247,68.4
7761456C19,0.296543,0.295804,0.298439,0.022494,0.022416,0.022694,1.1247,68.37
9523574DDF,0.296543,0.295819,0.298766,0.022494,0.022418,0.022729,1.1247,68.37
B46540EC1E,0.296543,0.295701,0.29861,0.022494,0.022405,0.022713,1.1247,68.37
8559411966,0.296539,0.295714,0.299031,0.022494,0.022407,0.022757,1.1247,68.35
A03C6681C3,0.296538,0.295848,0.298193,0.022494,0.022421,0.022668,1.1247,68.34
08339938C9,0.296538,0.295867,0.298719,0.022494,0.022423,0.022724,1.1247,68.34
8317947B00,0.296537,0.295819,0.298258,0.022493,0.022418,0.022675,1.1246,68.31
3793011BAF,0.296537,0.295805,0.298577,0.022493,0.022416,0.022709,1.1246,68.31
9221844A67,0.296537,0.29593,0.298157,0.022493,0.02243,0.022665,1.1246,68.31
3762681695,0.296536,0.295757,0.298355,0.022493,0.022411,0.022686,1.1246,68.27
7499944D91,0.296536,0.2958,0.298222,0.022493,0.022416,0.022671,1.1246,68.27
63353364A7,0.296536,0.295791,0.298128,0.022493,0.022415,0.022662,1.1246,68.27
A0327B9E96,0.296536,0.295811,0.298478,0.022493,0.022417,0.022699,1.1246,68.27
87892373D2,0.296536,0.295852,0.298289,0.022493,0.022421,0.022679,1.1246,68.27
506189363E,0.296535,0.295846,0.298224,0.022493,0.022421,0.022672,1.1246,68.24
9419010CEE,0.296535,0.295751,0.298489,0.022493,0.022411,0.0227,1.1246,68.24
3162123A70,0.296534,0.295784,0.298751,0.022493,0.022414,0.022728,1.1246,68.2
5537211B0F,0.296534,0.295804,0.298067,0.022493,0.022416,0.022655,1.1246,68.2
9178869252,0.296534,0.295794,0.298967,0.022493,0.022415,0.02275,1.1246,68.2
