metrica,mean,lower,upper,sd
lift@1%,3.1885080645161294,3.019153225806452,3.2258064516129035,0.09033855525497801
lift@2%,3.074596774193548,2.9233870967741935,3.125,0.08494102593927778
lift@5%,3.018548387096774,2.7419354838709675,3.1451612903225805,0.09959269287706668
pr_auc,0.69745476076085,0.6064318194672714,0.7936937642782298,0.051477511994653745
roc_auc,0.7519657885090291,0.6729728739002934,0.8278714404229047,0.04213761779479135
