fold,copertura_marginale,copertura_classe1,copertura_classe0,ampiezza_media,frac_singleton,frac_ambiguo,frac_vuoto,n1_test,n0_test
0,0.9326424870466321,0.9523809523809523,0.9230769230769231,1.7875647668393781,0.21243523316062177,0.7875647668393783,0.0,63,130
1,0.8963730569948186,0.8714285714285714,0.9105691056910569,1.6994818652849741,0.3005181347150259,0.6994818652849741,0.0,70,123
2,0.890625,0.8524590163934426,0.9083969465648855,1.7135416666666667,0.2864583333333333,0.7135416666666666,0.0,61,131
3,0.9481865284974094,0.9545454545454546,0.9448818897637795,1.8290155440414508,0.17098445595854922,0.8290155440414507,0.0,66,127
mean_oof,0.916956768134715,0.9077034986871052,0.9217312162741612,1.7574009607081176,0.24259903929188253,0.7574009607081174,0.0,260,511
