fold,a,b,se_a,se_b,n_P,n_N,note
0,1.708389602600891,-1.2107061771113568,0.638014395533469,0.1658234766180301,196.0,454.0,per-fold
1,0.2800458709969365,-0.9122589499557345,0.630364761565402,0.17027585108226795,195.0,455.0,per-fold
2,1.281201937099879,-1.1349329703229816,0.653843478550214,0.17114003831548172,194.0,454.0,per-fold
3,1.2619761983867899,-1.1188143422474535,0.6120261151416827,0.16259414292934762,196.0,454.0,per-fold
mean,1.1329034022711242,-1.0941781099093815,0.6047596154811061,0.12772532220252455,,,cross-fold mean (se_a/se_b = cross-fold SD)
global,1.122095946748258,-1.0949536832580733,0.31586183334923995,0.08358053641002762,781.0,1817.0,global fit su tutti gli OOF labeled
