fold,n_P,n_N,ece_raw,ece_calib,brier_raw,brier_calib
0,196,454,0.10403731247751948,0.012305488381350486,0.22342270273638187,0.20839855898695966
1,195,455,0.1168196922967799,0.040816552376056164,0.23089872494695193,0.2103616585021006
2,194,454,0.107662463400491,0.010830938384605113,0.22409240835678151,0.208402162497669
3,196,454,0.11333014170858266,0.005456089193039641,0.22661834279855814,0.20912835492023638
overall,781,1817,0.10827510249650936,0.013288082316311248,0.22625971186621407,0.20907319990936576
