fold,q1,q0,n1_cal,n0_cal,alpha
0,0.7335105317684205,0.34547694749560953,96,229,0.1
1,0.7343532789765286,0.3392154254412655,91,234,0.1
2,0.7306332196524647,0.3328561532096216,88,236,0.1
3,0.7336845038033057,0.34974955083400106,103,222,0.1
